code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours.1;part_de_marché
21019;1150;Woluwe-Saint-Pierre;5622;143;UZ Brussel;Jette;67;0.0119175
21019;1150;Woluwe-Saint-Pierre;5622;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;20;0.0035575
21019;1150;Woluwe-Saint-Pierre;5622;152;Centre Hospitalier Chrétien;Liège;8;0.001423
21019;1150;Woluwe-Saint-Pierre;5622;166;CHU UCL Namur;Namur;11;0.0019566
21019;1150;Woluwe-Saint-Pierre;5622;204;AZ Jan Portaels;Vilvorde;28;0.0049804
21019;1150;Woluwe-Saint-Pierre;5622;322;UZ Leuven;Louvain;133;0.0236571
21019;1150;Woluwe-Saint-Pierre;5622;332;CHIREC - Hôpital Delta;Auderghem;1087;0.1933476
21019;1150;Woluwe-Saint-Pierre;5622;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;2139;0.3804696
21019;1150;Woluwe-Saint-Pierre;5622;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;111;0.0197439
21019;1150;Woluwe-Saint-Pierre;5622;534;Centre Hospitalier de Wallonie picarde (Tournai);Tournai;6;0.0010672
21019;1150;Woluwe-Saint-Pierre;5622;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);10;0.0017787
21019;1150;Woluwe-Saint-Pierre;5622;689;Imelda Ziekenhuis;Bonheiden;5;0.0008894
21019;1150;Woluwe-Saint-Pierre;5622;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;139;0.0247243
23002;1730;Asse;5909;9;Ziekenhuisnetwerk Antwerpen;Anvers;6;0.0010154
23002;1730;Asse;5909;12;AZ Sint-Blasius;Termonde;20;0.0033847
23002;1730;Asse;5909;17;AZ Maria Middelares;Gand;13;0.0022
23002;1730;Asse;5909;26;AZ Sint-Maarten;Malines;7;0.0011846
23002;1730;Asse;5909;49;AZ Sint-Jan Brugge - Oostende;Bruges;5;0.0008462
23002;1730;Asse;5909;76;CHU Saint-Pierre;Bruxelles;68;0.0115079
23002;1730;Asse;5909;77;CHU Brugmann;Bruxelles;117;0.0198003
23002;1730;Asse;5909;79;Institut Jules Bordet;Bruxelles;49;0.0082924
23002;1730;Asse;5909;87;Hôpitaux Iris Sud;Etterbeek;118;0.0199695
23002;1730;Asse;5909;104;AZ Rivierenland;Rumst;30;0.005077
23002;1730;Asse;5909;106;AZ Sint-Maria;Hal (Brabant flamand);20;0.0033847
23002;1730;Asse;5909;108;RZ Heilig Hart;Louvain;5;0.0008462
23002;1730;Asse;5909;110;Clinique Saint-Jean;Bruxelles;76;0.0128617
23002;1730;Asse;5909;111;Cliniques de l'Europe;Uccle;36;0.0060924
23002;1730;Asse;5909;117;AZ Delta;Roulers;7;0.0011846
23002;1730;Asse;5909;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);3054;0.5168387
23002;1730;Asse;5909;143;UZ Brussel;Jette;1041;0.1761719
23002;1730;Asse;5909;146;Centres Hospitaliers Jolimont;La Louvière;5;0.0008462
23002;1730;Asse;5909;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;31;0.0052462
23002;1730;Asse;5909;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);224;0.0379083
23002;1730;Asse;5909;204;AZ Jan Portaels;Vilvorde;111;0.0187849
23002;1730;Asse;5909;217;AZ Sint-Elisabeth;Zottegem;6;0.0010154
23002;1730;Asse;5909;290;AZ Sint-Lucas;Gand;11;0.0018616
23002;1730;Asse;5909;300;UZ Antwerpen;Edegem;5;0.0008462
23002;1730;Asse;5909;322;UZ Leuven;Louvain;113;0.0191234
23002;1730;Asse;5909;332;CHIREC - Hôpital Delta;Auderghem;105;0.0177695
23002;1730;Asse;5909;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;57;0.0096463
23002;1730;Asse;5909;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;136;0.0230157
23002;1730;Asse;5909;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);25;0.0042308
23002;1730;Asse;5909;670;UZ Gent;Gand;71;0.0120156
23002;1730;Asse;5909;682;AZ Monica;Anvers;21;0.0035539
23002;1730;Asse;5909;689;Imelda Ziekenhuis;Bonheiden;11;0.0018616
23002;1730;Asse;5909;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;262;0.0443391
23003;1650;Beersel;4566;7;CHR de la Haute Senne;Soignies;7;0.0015331
23003;1650;Beersel;4566;9;Ziekenhuisnetwerk Antwerpen;Anvers;8;0.0017521
23003;1650;Beersel;4566;10;Grand Hôpital de Charleroi;Charleroi;8;0.0017521
23003;1650;Beersel;4566;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;6;0.0013141
23003;1650;Beersel;4566;76;CHU Saint-Pierre;Bruxelles;104;0.022777
23003;1650;Beersel;4566;77;CHU Brugmann;Bruxelles;19;0.0041612
23003;1650;Beersel;4566;79;Institut Jules Bordet;Bruxelles;105;0.0229961
23003;1650;Beersel;4566;87;Hôpitaux Iris Sud;Etterbeek;115;0.0251862
23003;1650;Beersel;4566;104;AZ Rivierenland;Rumst;18;0.0039422
23003;1650;Beersel;4566;106;AZ Sint-Maria;Hal (Brabant flamand);1657;0.3628997
23003;1650;Beersel;4566;108;RZ Heilig Hart;Louvain;5;0.0010951
23003;1650;Beersel;4566;110;Clinique Saint-Jean;Bruxelles;25;0.0054753
23003;1650;Beersel;4566;111;Cliniques de l'Europe;Uccle;808;0.1769601
23003;1650;Beersel;4566;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);109;0.0238721
23003;1650;Beersel;4566;143;UZ Brussel;Jette;445;0.0974595
23003;1650;Beersel;4566;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;34;0.0074463
23003;1650;Beersel;4566;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);22;0.0048182
23003;1650;Beersel;4566;204;AZ Jan Portaels;Vilvorde;12;0.0026281
23003;1650;Beersel;4566;217;AZ Sint-Elisabeth;Zottegem;6;0.0013141
23003;1650;Beersel;4566;322;UZ Leuven;Louvain;184;0.0402979
23003;1650;Beersel;4566;332;CHIREC - Hôpital Delta;Auderghem;266;0.0582567
23003;1650;Beersel;4566;346;Centres Hospitaliers Jolimont;Nivelles;17;0.0037232
23003;1650;Beersel;4566;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;65;0.0142357
23003;1650;Beersel;4566;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;242;0.0530004
23003;1650;Beersel;4566;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);5;0.0010951
23003;1650;Beersel;4566;670;UZ Gent;Gand;15;0.0032852
23003;1650;Beersel;4566;682;AZ Monica;Anvers;9;0.0019711
23003;1650;Beersel;4566;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;211;0.0462111
23009;1547;Biévène;342;106;AZ Sint-Maria;Hal (Brabant flamand);38;0.1111111
23009;1547;Biévène;342;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);16;0.0467836
23009;1547;Biévène;342;143;UZ Brussel;Jette;11;0.0321637
23009;1547;Biévène;342;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);126;0.3684211
23009;1547;Biévène;342;217;AZ Sint-Elisabeth;Zottegem;83;0.2426901
23009;1547;Biévène;342;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;11;0.0321637
23009;1547;Biévène;342;550;CH Glorieux;Renaix;6;0.0175439
23009;1547;Biévène;342;670;UZ Gent;Gand;6;0.0175439
23009;1547;Biévène;342;724;Centre Hospitalier ÉpiCURA;Saint-Ghislain;7;0.0204678
23016;1700;Dilbeek;7315;9;Ziekenhuisnetwerk Antwerpen;Anvers;6;0.0008202
23016;1700;Dilbeek;7315;17;AZ Maria Middelares;Gand;18;0.0024607
23016;1700;Dilbeek;7315;26;AZ Sint-Maarten;Malines;6;0.0008202
23016;1700;Dilbeek;7315;49;AZ Sint-Jan Brugge - Oostende;Bruges;11;0.0015038
23016;1700;Dilbeek;7315;76;CHU Saint-Pierre;Bruxelles;125;0.0170882
23016;1700;Dilbeek;7315;77;CHU Brugmann;Bruxelles;132;0.0180451
23016;1700;Dilbeek;7315;79;Institut Jules Bordet;Bruxelles;131;0.0179084
23016;1700;Dilbeek;7315;87;Hôpitaux Iris Sud;Etterbeek;642;0.0877649
23016;1700;Dilbeek;7315;96;CHU Tivoli;La Louvière;6;0.0008202
23016;1700;Dilbeek;7315;99;GZA ziekenhuizen;Anvers;5;0.0006835
23016;1700;Dilbeek;7315;104;AZ Rivierenland;Rumst;24;0.0032809
23016;1700;Dilbeek;7315;106;AZ Sint-Maria;Hal (Brabant flamand);263;0.0359535
23016;1700;Dilbeek;7315;108;RZ Heilig Hart;Louvain;5;0.0006835
23016;1700;Dilbeek;7315;110;Clinique Saint-Jean;Bruxelles;138;0.0188653
23016;1700;Dilbeek;7315;111;Cliniques de l'Europe;Uccle;109;0.0149009
23016;1700;Dilbeek;7315;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);2212;0.3023923
23016;1700;Dilbeek;7315;143;UZ Brussel;Jette;1329;0.1816815
23016;1700;Dilbeek;7315;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;33;0.0045113
23016;1700;Dilbeek;7315;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);198;0.0270677
23016;1700;Dilbeek;7315;204;AZ Jan Portaels;Vilvorde;82;0.0112098
23016;1700;Dilbeek;7315;217;AZ Sint-Elisabeth;Zottegem;12;0.0016405
23016;1700;Dilbeek;7315;290;AZ Sint-Lucas;Gand;8;0.0010936
23016;1700;Dilbeek;7315;300;UZ Antwerpen;Edegem;5;0.0006835
23016;1700;Dilbeek;7315;322;UZ Leuven;Louvain;174;0.0237867
23016;1700;Dilbeek;7315;332;CHIREC - Hôpital Delta;Auderghem;203;0.0277512
23016;1700;Dilbeek;7315;371;Ziekenhuis Oost-Limburg;Genk;5;0.0006835
23016;1700;Dilbeek;7315;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;106;0.0144908
23016;1700;Dilbeek;7315;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;625;0.0854409
23016;1700;Dilbeek;7315;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);38;0.0051948
23016;1700;Dilbeek;7315;670;UZ Gent;Gand;33;0.0045113
23016;1700;Dilbeek;7315;682;AZ Monica;Anvers;14;0.0019139
23016;1700;Dilbeek;7315;689;Imelda Ziekenhuis;Bonheiden;12;0.0016405
23016;1700;Dilbeek;7315;713;AZ Jan Palfijn Gent;Gand;5;0.0006835
23016;1700;Dilbeek;7315;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;570;0.0779221
23023;1570;Gammerages;1795;17;AZ Maria Middelares;Gand;12;0.0066852
23023;1570;Gammerages;1795;76;CHU Saint-Pierre;Bruxelles;5;0.0027855
23023;1570;Gammerages;1795;79;Institut Jules Bordet;Bruxelles;12;0.0066852
23023;1570;Gammerages;1795;87;Hôpitaux Iris Sud;Etterbeek;12;0.0066852
23023;1570;Gammerages;1795;99;GZA ziekenhuizen;Anvers;5;0.0027855
23023;1570;Gammerages;1795;106;AZ Sint-Maria;Hal (Brabant flamand);188;0.1047354
23023;1570;Gammerages;1795;111;Cliniques de l'Europe;Uccle;10;0.005571
23023;1570;Gammerages;1795;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);327;0.1821727
23023;1570;Gammerages;1795;143;UZ Brussel;Jette;50;0.0278552
23023;1570;Gammerages;1795;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);790;0.4401114
23023;1570;Gammerages;1795;217;AZ Sint-Elisabeth;Zottegem;194;0.108078
23023;1570;Gammerages;1795;290;AZ Sint-Lucas;Gand;9;0.0050139
23023;1570;Gammerages;1795;322;UZ Leuven;Louvain;31;0.0172702
23023;1570;Gammerages;1795;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;21;0.0116992
23023;1570;Gammerages;1795;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);8;0.0044568
23023;1570;Gammerages;1795;670;UZ Gent;Gand;72;0.0401114
23023;1570;Gammerages;1795;682;AZ Monica;Anvers;8;0.0044568
23023;1570;Gammerages;1795;713;AZ Jan Palfijn Gent;Gand;9;0.0050139
23024;1755;Gooik;1794;17;AZ Maria Middelares;Gand;6;0.0033445
23024;1755;Gooik;1794;76;CHU Saint-Pierre;Bruxelles;20;0.0111483
23024;1755;Gooik;1794;79;Institut Jules Bordet;Bruxelles;13;0.0072464
23024;1755;Gooik;1794;87;Hôpitaux Iris Sud;Etterbeek;11;0.0061315
23024;1755;Gooik;1794;104;AZ Rivierenland;Rumst;6;0.0033445
23024;1755;Gooik;1794;106;AZ Sint-Maria;Hal (Brabant flamand);464;0.2586399
23024;1755;Gooik;1794;111;Cliniques de l'Europe;Uccle;24;0.0133779
23024;1755;Gooik;1794;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);713;0.3974359
23024;1755;Gooik;1794;143;UZ Brussel;Jette;88;0.0490524
23024;1755;Gooik;1794;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);204;0.1137124
23024;1755;Gooik;1794;204;AZ Jan Portaels;Vilvorde;5;0.0027871
23024;1755;Gooik;1794;217;AZ Sint-Elisabeth;Zottegem;22;0.0122631
23024;1755;Gooik;1794;322;UZ Leuven;Louvain;113;0.0629877
23024;1755;Gooik;1794;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;20;0.0111483
23024;1755;Gooik;1794;670;UZ Gent;Gand;33;0.0183946
23024;1755;Gooik;1794;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;9;0.0050167
23025;1850;Grimbergen;6700;9;Ziekenhuisnetwerk Antwerpen;Anvers;42;0.0062687
23025;1850;Grimbergen;6700;26;AZ Sint-Maarten;Malines;132;0.0197015
23025;1850;Grimbergen;6700;76;CHU Saint-Pierre;Bruxelles;102;0.0152239
23025;1850;Grimbergen;6700;77;CHU Brugmann;Bruxelles;213;0.031791
23025;1850;Grimbergen;6700;79;Institut Jules Bordet;Bruxelles;107;0.0159701
23025;1850;Grimbergen;6700;87;Hôpitaux Iris Sud;Etterbeek;95;0.0141791
23025;1850;Grimbergen;6700;99;GZA ziekenhuizen;Anvers;24;0.0035821
23025;1850;Grimbergen;6700;104;AZ Rivierenland;Rumst;106;0.0158209
23025;1850;Grimbergen;6700;106;AZ Sint-Maria;Hal (Brabant flamand);14;0.0020896
23025;1850;Grimbergen;6700;108;RZ Heilig Hart;Louvain;19;0.0028358
23025;1850;Grimbergen;6700;109;RZ Heilig Hart Tienen;Tirlemont;7;0.0010448
23025;1850;Grimbergen;6700;110;Clinique Saint-Jean;Bruxelles;159;0.0237313
23025;1850;Grimbergen;6700;111;Cliniques de l'Europe;Uccle;96;0.0143284
23025;1850;Grimbergen;6700;117;AZ Delta;Roulers;5;0.0007463
23025;1850;Grimbergen;6700;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);111;0.0165672
23025;1850;Grimbergen;6700;134;Sint-Vincentiusziekenhuis;Deinze;20;0.0029851
23025;1850;Grimbergen;6700;143;UZ Brussel;Jette;1299;0.1938806
23025;1850;Grimbergen;6700;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;28;0.0041791
23025;1850;Grimbergen;6700;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);14;0.0020896
23025;1850;Grimbergen;6700;204;AZ Jan Portaels;Vilvorde;2663;0.3974627
23025;1850;Grimbergen;6700;300;UZ Antwerpen;Edegem;18;0.0026866
23025;1850;Grimbergen;6700;310;AZ West;Furnes;5;0.0007463
23025;1850;Grimbergen;6700;322;UZ Leuven;Louvain;524;0.078209
23025;1850;Grimbergen;6700;332;CHIREC - Hôpital Delta;Auderghem;159;0.0237313
23025;1850;Grimbergen;6700;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;157;0.0234328
23025;1850;Grimbergen;6700;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;69;0.0102985
23025;1850;Grimbergen;6700;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);22;0.0032836
23025;1850;Grimbergen;6700;670;UZ Gent;Gand;21;0.0031343
23025;1850;Grimbergen;6700;682;AZ Monica;Anvers;19;0.0028358
23025;1850;Grimbergen;6700;689;Imelda Ziekenhuis;Bonheiden;216;0.0322388
23025;1850;Grimbergen;6700;712;AZ Diest;Diest;5;0.0007463
23025;1850;Grimbergen;6700;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;184;0.0274627
23027;1500;Hal (Brabant flamand);7336;7;CHR de la Haute Senne;Soignies;5;0.0006816
23027;1500;Hal (Brabant flamand);7336;9;Ziekenhuisnetwerk Antwerpen;Anvers;21;0.0028626
23027;1500;Hal (Brabant flamand);7336;12;AZ Sint-Blasius;Termonde;6;0.0008179
23027;1500;Hal (Brabant flamand);7336;49;AZ Sint-Jan Brugge - Oostende;Bruges;6;0.0008179
23027;1500;Hal (Brabant flamand);7336;76;CHU Saint-Pierre;Bruxelles;137;0.018675
23027;1500;Hal (Brabant flamand);7336;77;CHU Brugmann;Bruxelles;19;0.00259
23027;1500;Hal (Brabant flamand);7336;79;Institut Jules Bordet;Bruxelles;34;0.0046347
23027;1500;Hal (Brabant flamand);7336;87;Hôpitaux Iris Sud;Etterbeek;103;0.0140403
23027;1500;Hal (Brabant flamand);7336;96;CHU Tivoli;La Louvière;6;0.0008179
23027;1500;Hal (Brabant flamand);7336;99;GZA ziekenhuizen;Anvers;5;0.0006816
23027;1500;Hal (Brabant flamand);7336;104;AZ Rivierenland;Rumst;38;0.0051799
23027;1500;Hal (Brabant flamand);7336;106;AZ Sint-Maria;Hal (Brabant flamand);4597;0.6266358
23027;1500;Hal (Brabant flamand);7336;108;RZ Heilig Hart;Louvain;11;0.0014995
23027;1500;Hal (Brabant flamand);7336;110;Clinique Saint-Jean;Bruxelles;22;0.0029989
23027;1500;Hal (Brabant flamand);7336;111;Cliniques de l'Europe;Uccle;218;0.0297165
23027;1500;Hal (Brabant flamand);7336;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);195;0.0265812
23027;1500;Hal (Brabant flamand);7336;143;UZ Brussel;Jette;902;0.1229553
23027;1500;Hal (Brabant flamand);7336;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;6;0.0008179
23027;1500;Hal (Brabant flamand);7336;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);58;0.0079062
23027;1500;Hal (Brabant flamand);7336;204;AZ Jan Portaels;Vilvorde;10;0.0013631
23027;1500;Hal (Brabant flamand);7336;217;AZ Sint-Elisabeth;Zottegem;27;0.0036805
23027;1500;Hal (Brabant flamand);7336;254;CH Universitaire et Psychiatrique de Mons-Borinage;Mons;5;0.0006816
23027;1500;Hal (Brabant flamand);7336;290;AZ Sint-Lucas;Gand;8;0.0010905
23027;1500;Hal (Brabant flamand);7336;300;UZ Antwerpen;Edegem;11;0.0014995
23027;1500;Hal (Brabant flamand);7336;322;UZ Leuven;Louvain;368;0.0501636
23027;1500;Hal (Brabant flamand);7336;332;CHIREC - Hôpital Delta;Auderghem;66;0.0089967
23027;1500;Hal (Brabant flamand);7336;346;Centres Hospitaliers Jolimont;Nivelles;40;0.0054526
23027;1500;Hal (Brabant flamand);7336;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;39;0.0053162
23027;1500;Hal (Brabant flamand);7336;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;159;0.0216739
23027;1500;Hal (Brabant flamand);7336;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);7;0.0009542
23027;1500;Hal (Brabant flamand);7336;670;UZ Gent;Gand;42;0.0057252
23027;1500;Hal (Brabant flamand);7336;682;AZ Monica;Anvers;8;0.0010905
23027;1500;Hal (Brabant flamand);7336;689;Imelda Ziekenhuis;Bonheiden;5;0.0006816
23027;1500;Hal (Brabant flamand);7336;718;CHU Charleroi;Charleroi;14;0.0019084
23027;1500;Hal (Brabant flamand);7336;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;74;0.0100872
23032;1540;Herne;1262;7;CHR de la Haute Senne;Soignies;72;0.0570523
23032;1540;Herne;1262;17;AZ Maria Middelares;Gand;9;0.0071315
23032;1540;Herne;1262;76;CHU Saint-Pierre;Bruxelles;8;0.0063391
23032;1540;Herne;1262;79;Institut Jules Bordet;Bruxelles;44;0.0348653
23032;1540;Herne;1262;87;Hôpitaux Iris Sud;Etterbeek;5;0.003962
23032;1540;Herne;1262;106;AZ Sint-Maria;Hal (Brabant flamand);312;0.2472266
23032;1540;Herne;1262;111;Cliniques de l'Europe;Uccle;7;0.0055468
23032;1540;Herne;1262;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);184;0.1458003
23032;1540;Herne;1262;143;UZ Brussel;Jette;54;0.0427892
23032;1540;Herne;1262;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);374;0.296355
23032;1540;Herne;1262;217;AZ Sint-Elisabeth;Zottegem;27;0.0213946
23032;1540;Herne;1262;322;UZ Leuven;Louvain;59;0.0467512
23032;1540;Herne;1262;332;CHIREC - Hôpital Delta;Auderghem;6;0.0047544
23032;1540;Herne;1262;346;Centres Hospitaliers Jolimont;Nivelles;5;0.003962
23032;1540;Herne;1262;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;23;0.018225
23032;1540;Herne;1262;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);6;0.0047544
23032;1540;Herne;1262;670;UZ Gent;Gand;28;0.022187
23032;1540;Herne;1262;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;8;0.0063391
23032;1540;Herne;1262;724;Centre Hospitalier ÉpiCURA;Saint-Ghislain;6;0.0047544
23033;1560;Hoeilaart;1582;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;49;0.0309735
23033;1560;Hoeilaart;1582;76;CHU Saint-Pierre;Bruxelles;25;0.0158028
23033;1560;Hoeilaart;1582;77;CHU Brugmann;Bruxelles;5;0.0031606
23033;1560;Hoeilaart;1582;79;Institut Jules Bordet;Bruxelles;26;0.0164349
23033;1560;Hoeilaart;1582;87;Hôpitaux Iris Sud;Etterbeek;29;0.0183312
23033;1560;Hoeilaart;1582;108;RZ Heilig Hart;Louvain;176;0.1112516
23033;1560;Hoeilaart;1582;109;RZ Heilig Hart Tienen;Tirlemont;6;0.0037927
23033;1560;Hoeilaart;1582;110;Clinique Saint-Jean;Bruxelles;13;0.0082174
23033;1560;Hoeilaart;1582;111;Cliniques de l'Europe;Uccle;252;0.159292
23033;1560;Hoeilaart;1582;143;UZ Brussel;Jette;50;0.0316056
23033;1560;Hoeilaart;1582;204;AZ Jan Portaels;Vilvorde;87;0.0549937
23033;1560;Hoeilaart;1582;300;UZ Antwerpen;Edegem;5;0.0031606
23033;1560;Hoeilaart;1582;322;UZ Leuven;Louvain;449;0.283818
23033;1560;Hoeilaart;1582;325;CHU André Vésale;Montigny-le-Tilleul;6;0.0037927
23033;1560;Hoeilaart;1582;332;CHIREC - Hôpital Delta;Auderghem;204;0.1289507
23033;1560;Hoeilaart;1582;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;103;0.0651075
23033;1560;Hoeilaart;1582;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;8;0.0050569
23033;1560;Hoeilaart;1582;670;UZ Gent;Gand;5;0.0031606
23033;1560;Hoeilaart;1582;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;45;0.028445
23038;1910;Kampenhout;2107;9;Ziekenhuisnetwerk Antwerpen;Anvers;24;0.0113906
23038;1910;Kampenhout;2107;26;AZ Sint-Maarten;Malines;72;0.0341718
23038;1910;Kampenhout;2107;49;AZ Sint-Jan Brugge - Oostende;Bruges;7;0.0033223
23038;1910;Kampenhout;2107;76;CHU Saint-Pierre;Bruxelles;5;0.002373
23038;1910;Kampenhout;2107;77;CHU Brugmann;Bruxelles;7;0.0033223
23038;1910;Kampenhout;2107;79;Institut Jules Bordet;Bruxelles;14;0.0066445
23038;1910;Kampenhout;2107;87;Hôpitaux Iris Sud;Etterbeek;9;0.0042715
23038;1910;Kampenhout;2107;97;Heilig-Hartziekenhuis;Lierre;6;0.0028477
23038;1910;Kampenhout;2107;99;GZA ziekenhuizen;Anvers;13;0.0061699
23038;1910;Kampenhout;2107;104;AZ Rivierenland;Rumst;7;0.0033223
23038;1910;Kampenhout;2107;108;RZ Heilig Hart;Louvain;132;0.0626483
23038;1910;Kampenhout;2107;109;RZ Heilig Hart Tienen;Tirlemont;6;0.0028477
23038;1910;Kampenhout;2107;110;Clinique Saint-Jean;Bruxelles;18;0.008543
23038;1910;Kampenhout;2107;111;Cliniques de l'Europe;Uccle;33;0.0156621
23038;1910;Kampenhout;2107;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);5;0.002373
23038;1910;Kampenhout;2107;143;UZ Brussel;Jette;40;0.0189843
23038;1910;Kampenhout;2107;204;AZ Jan Portaels;Vilvorde;303;0.1438064
23038;1910;Kampenhout;2107;300;UZ Antwerpen;Edegem;7;0.0033223
23038;1910;Kampenhout;2107;322;UZ Leuven;Louvain;550;0.2610346
23038;1910;Kampenhout;2107;332;CHIREC - Hôpital Delta;Auderghem;13;0.0061699
23038;1910;Kampenhout;2107;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;43;0.0204082
23038;1910;Kampenhout;2107;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;6;0.0028477
23038;1910;Kampenhout;2107;682;AZ Monica;Anvers;7;0.0033223
23038;1910;Kampenhout;2107;689;Imelda Ziekenhuis;Bonheiden;745;0.3535833
23038;1910;Kampenhout;2107;712;AZ Diest;Diest;6;0.0028477
23038;1910;Kampenhout;2107;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;7;0.0033223
23039;1880;Kapelle-op-den-Bos;2106;9;Ziekenhuisnetwerk Antwerpen;Anvers;21;0.0099715
23039;1880;Kapelle-op-den-Bos;2106;12;AZ Sint-Blasius;Termonde;25;0.0118708
23039;1880;Kapelle-op-den-Bos;2106;26;AZ Sint-Maarten;Malines;543;0.2578348
23039;1880;Kapelle-op-den-Bos;2106;77;CHU Brugmann;Bruxelles;11;0.0052232
23039;1880;Kapelle-op-den-Bos;2106;87;Hôpitaux Iris Sud;Etterbeek;5;0.0023742
23039;1880;Kapelle-op-den-Bos;2106;99;GZA ziekenhuizen;Anvers;10;0.0047483
23039;1880;Kapelle-op-den-Bos;2106;104;AZ Rivierenland;Rumst;471;0.2236467
23039;1880;Kapelle-op-den-Bos;2106;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);38;0.0180437
23039;1880;Kapelle-op-den-Bos;2106;143;UZ Brussel;Jette;122;0.0579297
23039;1880;Kapelle-op-den-Bos;2106;204;AZ Jan Portaels;Vilvorde;157;0.0745489
23039;1880;Kapelle-op-den-Bos;2106;300;UZ Antwerpen;Edegem;58;0.0275404
23039;1880;Kapelle-op-den-Bos;2106;322;UZ Leuven;Louvain;130;0.0617284
23039;1880;Kapelle-op-den-Bos;2106;332;CHIREC - Hôpital Delta;Auderghem;10;0.0047483
23039;1880;Kapelle-op-den-Bos;2106;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;7;0.0033238
