code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient;part_de_marché
21001;1070;Anderlecht;14937;346;Centres Hospitaliers Jolimont;Nivelles;13;0.0008703
21001;1070;Anderlecht;14937;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;445;0.0297918
21001;1070;Anderlecht;14937;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;3679;0.2463011
21001;1070;Anderlecht;14937;670;UZ Gent;Gand;8;0.0005356
21001;1070;Anderlecht;14937;682;AZ Monica;Anvers;5;0.0003347
21001;1070;Anderlecht;14937;689;Imelda Ziekenhuis;Bonheiden;5;0.0003347
21001;1070;Anderlecht;14937;718;CHU Charleroi;Charleroi;6;0.0004017
21001;1070;Anderlecht;14937;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;2937;0.1966258
21002;1160;Auderghem;4106;4;Clinique Reine Astrid;Malmedy;13;0.0031661
21002;1160;Auderghem;4106;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;77;0.018753
21002;1160;Auderghem;4106;76;CHU Saint-Pierre;Bruxelles;167;0.0406722
21002;1160;Auderghem;4106;77;CHU Brugmann;Bruxelles;32;0.0077935
21002;1160;Auderghem;4106;79;Institut Jules Bordet;Bruxelles;217;0.0528495
21002;1160;Auderghem;4106;87;Hôpitaux Iris Sud;Etterbeek;373;0.0908427
21002;1160;Auderghem;4106;108;RZ Heilig Hart;Louvain;7;0.0017048
21002;1160;Auderghem;4106;110;Clinique Saint-Jean;Bruxelles;92;0.0224062
21002;1160;Auderghem;4106;111;Cliniques de l'Europe;Uccle;622;0.1514856
21002;1160;Auderghem;4106;143;UZ Brussel;Jette;62;0.0150999
21002;1160;Auderghem;4106;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;10;0.0024355
21002;1160;Auderghem;4106;166;CHU UCL Namur;Namur;13;0.0031661
21002;1160;Auderghem;4106;322;UZ Leuven;Louvain;32;0.0077935
21002;1160;Auderghem;4106;332;CHIREC - Hôpital Delta;Auderghem;1210;0.2946907
21002;1160;Auderghem;4106;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;824;0.2006819
21002;1160;Auderghem;4106;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;184;0.0448125
21002;1160;Auderghem;4106;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;120;0.0292255
21003;1082;Berchem-Sainte-Agathe;3488;76;CHU Saint-Pierre;Bruxelles;230;0.0659404
21003;1082;Berchem-Sainte-Agathe;3488;77;CHU Brugmann;Bruxelles;317;0.090883
21003;1082;Berchem-Sainte-Agathe;3488;79;Institut Jules Bordet;Bruxelles;172;0.0493119
21003;1082;Berchem-Sainte-Agathe;3488;87;Hôpitaux Iris Sud;Etterbeek;176;0.0504587
21003;1082;Berchem-Sainte-Agathe;3488;106;AZ Sint-Maria;Hal (Brabant flamand);10;0.002867
21003;1082;Berchem-Sainte-Agathe;3488;110;Clinique Saint-Jean;Bruxelles;237;0.0679472
21003;1082;Berchem-Sainte-Agathe;3488;111;Cliniques de l'Europe;Uccle;87;0.0249427
21003;1082;Berchem-Sainte-Agathe;3488;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);50;0.0143349
21003;1082;Berchem-Sainte-Agathe;3488;143;UZ Brussel;Jette;658;0.1886468
21003;1082;Berchem-Sainte-Agathe;3488;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;65;0.0186353
21003;1082;Berchem-Sainte-Agathe;3488;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);10;0.002867
21003;1082;Berchem-Sainte-Agathe;3488;204;AZ Jan Portaels;Vilvorde;20;0.0057339
21003;1082;Berchem-Sainte-Agathe;3488;322;UZ Leuven;Louvain;19;0.0054472
21003;1082;Berchem-Sainte-Agathe;3488;332;CHIREC - Hôpital Delta;Auderghem;147;0.0421445
21003;1082;Berchem-Sainte-Agathe;3488;346;Centres Hospitaliers Jolimont;Nivelles;5;0.0014335
21003;1082;Berchem-Sainte-Agathe;3488;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;138;0.0395642
21003;1082;Berchem-Sainte-Agathe;3488;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;358;0.1026376
21003;1082;Berchem-Sainte-Agathe;3488;689;Imelda Ziekenhuis;Bonheiden;5;0.0014335
21003;1082;Berchem-Sainte-Agathe;3488;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;743;0.2130161
21004;1000;Bruxelles;19624;6;CHR Sambre et Meuse;Namur;11;0.0005605
21004;1000;Bruxelles;19624;9;Ziekenhuisnetwerk Antwerpen;Anvers;20;0.0010192
21004;1000;Bruxelles;19624;10;Grand Hôpital de Charleroi;Charleroi;14;0.0007134
21004;1000;Bruxelles;19624;17;AZ Maria Middelares;Gand;7;0.0003567
21004;1000;Bruxelles;19624;26;AZ Sint-Maarten;Malines;13;0.0006625
21004;1000;Bruxelles;19624;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;37;0.0018854
21004;1000;Bruxelles;19624;49;AZ Sint-Jan Brugge - Oostende;Bruges;13;0.0006625
21004;1000;Bruxelles;19624;63;AZ Turnhout;Turnhout;6;0.0003057
21004;1000;Bruxelles;19624;76;CHU Saint-Pierre;Bruxelles;3380;0.1722381
21004;1000;Bruxelles;19624;77;CHU Brugmann;Bruxelles;2439;0.1242866
21004;1000;Bruxelles;19624;79;Institut Jules Bordet;Bruxelles;918;0.0467795
21004;1000;Bruxelles;19624;87;Hôpitaux Iris Sud;Etterbeek;896;0.0456584
21004;1000;Bruxelles;19624;96;CHU Tivoli;La Louvière;8;0.0004077
21004;1000;Bruxelles;19624;99;GZA ziekenhuizen;Anvers;22;0.0011211
21004;1000;Bruxelles;19624;104;AZ Rivierenland;Rumst;10;0.0005096
21004;1000;Bruxelles;19624;106;AZ Sint-Maria;Hal (Brabant flamand);24;0.001223
21004;1000;Bruxelles;19624;108;RZ Heilig Hart;Louvain;21;0.0010701
21004;1000;Bruxelles;19624;109;RZ Heilig Hart Tienen;Tirlemont;11;0.0005605
21004;1000;Bruxelles;19624;110;Clinique Saint-Jean;Bruxelles;2181;0.1111394
21004;1000;Bruxelles;19624;111;Cliniques de l'Europe;Uccle;996;0.0507542
21004;1000;Bruxelles;19624;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);68;0.0034651
21004;1000;Bruxelles;19624;143;UZ Brussel;Jette;2155;0.1098145
21004;1000;Bruxelles;19624;146;Centres Hospitaliers Jolimont;La Louvière;6;0.0003057
21004;1000;Bruxelles;19624;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;490;0.0249694
21004;1000;Bruxelles;19624;152;Centre Hospitalier Chrétien;Liège;6;0.0003057
21004;1000;Bruxelles;19624;166;CHU UCL Namur;Namur;19;0.0009682
21004;1000;Bruxelles;19624;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);55;0.0028027
21004;1000;Bruxelles;19624;204;AZ Jan Portaels;Vilvorde;318;0.0162046
21004;1000;Bruxelles;19624;243;Jessa Ziekenhuis;Hasselt;5;0.0002548
21004;1000;Bruxelles;19624;290;AZ Sint-Lucas;Gand;7;0.0003567
21004;1000;Bruxelles;19624;300;UZ Antwerpen;Edegem;13;0.0006625
21004;1000;Bruxelles;19624;322;UZ Leuven;Louvain;258;0.0131472
21004;1000;Bruxelles;19624;332;CHIREC - Hôpital Delta;Auderghem;1359;0.0692519
21004;1000;Bruxelles;19624;396;AZ Groeninge;Courtrai;6;0.0003057
21004;1000;Bruxelles;19624;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;1494;0.0761313
21004;1000;Bruxelles;19624;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;1221;0.0622197
21004;1000;Bruxelles;19624;534;Centre Hospitalier de Wallonie picarde (Tournai);Tournai;5;0.0002548
21004;1000;Bruxelles;19624;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);11;0.0005605
21004;1000;Bruxelles;19624;670;UZ Gent;Gand;13;0.0006625
21004;1000;Bruxelles;19624;682;AZ Monica;Anvers;17;0.0008663
21004;1000;Bruxelles;19624;689;Imelda Ziekenhuis;Bonheiden;22;0.0011211
21004;1000;Bruxelles;19624;707;CHU Sart Tilman;Liège;5;0.0002548
21004;1000;Bruxelles;19624;718;CHU Charleroi;Charleroi;5;0.0002548
21004;1000;Bruxelles;19624;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;941;0.0479515
21004;1000;Bruxelles;19624;724;Centre Hospitalier ÉpiCURA;Saint-Ghislain;5;0.0002548
21005;1040;Etterbeek;5145;6;CHR Sambre et Meuse;Namur;12;0.0023324
21005;1040;Etterbeek;5145;26;AZ Sint-Maarten;Malines;17;0.0033042
21005;1040;Etterbeek;5145;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;19;0.0036929
21005;1040;Etterbeek;5145;76;CHU Saint-Pierre;Bruxelles;300;0.058309
21005;1040;Etterbeek;5145;77;CHU Brugmann;Bruxelles;84;0.0163265
21005;1040;Etterbeek;5145;79;Institut Jules Bordet;Bruxelles;203;0.0394558
21005;1040;Etterbeek;5145;87;Hôpitaux Iris Sud;Etterbeek;985;0.191448
21005;1040;Etterbeek;5145;106;AZ Sint-Maria;Hal (Brabant flamand);5;0.0009718
21005;1040;Etterbeek;5145;108;RZ Heilig Hart;Louvain;8;0.0015549
21005;1040;Etterbeek;5145;110;Clinique Saint-Jean;Bruxelles;138;0.0268222
21005;1040;Etterbeek;5145;111;Cliniques de l'Europe;Uccle;1209;0.2349854
21005;1040;Etterbeek;5145;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);7;0.0013605
21005;1040;Etterbeek;5145;143;UZ Brussel;Jette;137;0.0266278
21005;1040;Etterbeek;5145;146;Centres Hospitaliers Jolimont;La Louvière;5;0.0009718
21005;1040;Etterbeek;5145;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;28;0.0054422
21005;1040;Etterbeek;5145;204;AZ Jan Portaels;Vilvorde;9;0.0017493
21005;1040;Etterbeek;5145;322;UZ Leuven;Louvain;56;0.0108844
21005;1040;Etterbeek;5145;332;CHIREC - Hôpital Delta;Auderghem;838;0.1628766
21005;1040;Etterbeek;5145;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;731;0.1420797
21005;1040;Etterbeek;5145;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;140;0.0272109
21005;1040;Etterbeek;5145;707;CHU Sart Tilman;Liège;8;0.0015549
21005;1040;Etterbeek;5145;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;138;0.0268222
21006;1140;Evere;5107;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;13;0.0025455
21006;1140;Evere;5107;49;AZ Sint-Jan Brugge - Oostende;Bruges;34;0.0066575
21006;1140;Evere;5107;76;CHU Saint-Pierre;Bruxelles;247;0.048365
21006;1140;Evere;5107;77;CHU Brugmann;Bruxelles;477;0.0934012
21006;1140;Evere;5107;79;Institut Jules Bordet;Bruxelles;135;0.0264343
21006;1140;Evere;5107;87;Hôpitaux Iris Sud;Etterbeek;178;0.0348541
21006;1140;Evere;5107;96;CHU Tivoli;La Louvière;6;0.0011749
21006;1140;Evere;5107;104;AZ Rivierenland;Rumst;20;0.0039162
21006;1140;Evere;5107;108;RZ Heilig Hart;Louvain;6;0.0011749
21006;1140;Evere;5107;110;Clinique Saint-Jean;Bruxelles;668;0.1308009
21006;1140;Evere;5107;111;Cliniques de l'Europe;Uccle;803;0.1572352
21006;1140;Evere;5107;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);6;0.0011749
21006;1140;Evere;5107;143;UZ Brussel;Jette;236;0.0462111
21006;1140;Evere;5107;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;42;0.008224
21006;1140;Evere;5107;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);6;0.0011749
21006;1140;Evere;5107;204;AZ Jan Portaels;Vilvorde;57;0.0111612
21006;1140;Evere;5107;322;UZ Leuven;Louvain;137;0.0268259
21006;1140;Evere;5107;332;CHIREC - Hôpital Delta;Auderghem;499;0.097709
21006;1140;Evere;5107;346;Centres Hospitaliers Jolimont;Nivelles;8;0.0015665
21006;1140;Evere;5107;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;1191;0.2332093
21006;1140;Evere;5107;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;120;0.0234972
21006;1140;Evere;5107;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);8;0.0015665
21006;1140;Evere;5107;670;UZ Gent;Gand;5;0.000979
21006;1140;Evere;5107;689;Imelda Ziekenhuis;Bonheiden;6;0.0011749
21006;1140;Evere;5107;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;148;0.0289798
21007;1190;Forest  (Bruxelles-Capitale);6985;9;Ziekenhuisnetwerk Antwerpen;Anvers;5;0.0007158
21007;1190;Forest  (Bruxelles-Capitale);6985;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;6;0.000859
21007;1190;Forest  (Bruxelles-Capitale);6985;76;CHU Saint-Pierre;Bruxelles;1201;0.1719399
21007;1190;Forest  (Bruxelles-Capitale);6985;77;CHU Brugmann;Bruxelles;102;0.0146027
21007;1190;Forest  (Bruxelles-Capitale);6985;79;Institut Jules Bordet;Bruxelles;448;0.0641374
21007;1190;Forest  (Bruxelles-Capitale);6985;87;Hôpitaux Iris Sud;Etterbeek;1639;0.2346457
21007;1190;Forest  (Bruxelles-Capitale);6985;96;CHU Tivoli;La Louvière;6;0.000859
21007;1190;Forest  (Bruxelles-Capitale);6985;106;AZ Sint-Maria;Hal (Brabant flamand);10;0.0014316
21007;1190;Forest  (Bruxelles-Capitale);6985;110;Clinique Saint-Jean;Bruxelles;113;0.0161775
21007;1190;Forest  (Bruxelles-Capitale);6985;111;Cliniques de l'Europe;Uccle;1249;0.1788117
21007;1190;Forest  (Bruxelles-Capitale);6985;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);10;0.0014316
21007;1190;Forest  (Bruxelles-Capitale);6985;143;UZ Brussel;Jette;155;0.0221904
21007;1190;Forest  (Bruxelles-Capitale);6985;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;165;0.023622
21007;1190;Forest  (Bruxelles-Capitale);6985;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);7;0.0010021
21007;1190;Forest  (Bruxelles-Capitale);6985;322;UZ Leuven;Louvain;27;0.0038654
21007;1190;Forest  (Bruxelles-Capitale);6985;332;CHIREC - Hôpital Delta;Auderghem;693;0.0992126
21007;1190;Forest  (Bruxelles-Capitale);6985;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;150;0.0214746
21007;1190;Forest  (Bruxelles-Capitale);6985;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;666;0.0953472
21007;1190;Forest  (Bruxelles-Capitale);6985;534;Centre Hospitalier de Wallonie picarde (Tournai);Tournai;5;0.0007158
21007;1190;Forest  (Bruxelles-Capitale);6985;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);6;0.000859
21007;1190;Forest  (Bruxelles-Capitale);6985;713;AZ Jan Palfijn Gent;Gand;5;0.0007158
21007;1190;Forest  (Bruxelles-Capitale);6985;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;254;0.0363636
21008;1083;Ganshoren;3427;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;7;0.0020426
21008;1083;Ganshoren;3427;76;CHU Saint-Pierre;Bruxelles;176;0.0513569
21008;1083;Ganshoren;3427;77;CHU Brugmann;Bruxelles;352;0.1027137
21008;1083;Ganshoren;3427;79;Institut Jules Bordet;Bruxelles;195;0.0569011
21008;1083;Ganshoren;3427;87;Hôpitaux Iris Sud;Etterbeek;97;0.0283046
21008;1083;Ganshoren;3427;106;AZ Sint-Maria;Hal (Brabant flamand);12;0.0035016
21008;1083;Ganshoren;3427;110;Clinique Saint-Jean;Bruxelles;190;0.0554421
21008;1083;Ganshoren;3427;111;Cliniques de l'Europe;Uccle;73;0.0213014
21008;1083;Ganshoren;3427;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);35;0.010213
21008;1083;Ganshoren;3427;143;UZ Brussel;Jette;806;0.2351911
21008;1083;Ganshoren;3427;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;85;0.024803
21008;1083;Ganshoren;3427;204;AZ Jan Portaels;Vilvorde;8;0.0023344
21008;1083;Ganshoren;3427;322;UZ Leuven;Louvain;25;0.007295
21008;1083;Ganshoren;3427;332;CHIREC - Hôpital Delta;Auderghem;158;0.0461045
21008;1083;Ganshoren;3427;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;172;0.0501897
21008;1083;Ganshoren;3427;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;304;0.0887073
21008;1083;Ganshoren;3427;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;677;0.1975489
21008;1083;Ganshoren;3427;724;Centre Hospitalier ÉpiCURA;Saint-Ghislain;6;0.0017508
21009;1050;Ixelles;9696;6;CHR Sambre et Meuse;Namur;5;0.0005157
21009;1050;Ixelles;9696;26;AZ Sint-Maarten;Malines;8;0.0008251
21009;1050;Ixelles;9696;39;CHU UCL Namur;Yvoir;6;0.0006188
21009;1050;Ixelles;9696;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;25;0.0025784
21009;1050;Ixelles;9696;49;AZ Sint-Jan Brugge - Oostende;Bruges;6;0.0006188
21009;1050;Ixelles;9696;76;CHU Saint-Pierre;Bruxelles;809;0.0834365
21009;1050;Ixelles;9696;77;CHU Brugmann;Bruxelles;105;0.0108292
21009;1050;Ixelles;9696;79;Institut Jules Bordet;Bruxelles;728;0.0750825
21009;1050;Ixelles;9696;87;Hôpitaux Iris Sud;Etterbeek;2133;0.2199876
21009;1050;Ixelles;9696;96;CHU Tivoli;La Louvière;6;0.0006188
21009;1050;Ixelles;9696;106;AZ Sint-Maria;Hal (Brabant flamand);11;0.0011345
21009;1050;Ixelles;9696;108;RZ Heilig Hart;Louvain;14;0.0014439
21009;1050;Ixelles;9696;110;Clinique Saint-Jean;Bruxelles;253;0.0260932
21009;1050;Ixelles;9696;111;Cliniques de l'Europe;Uccle;1372;0.1415017
21009;1050;Ixelles;9696;117;AZ Delta;Roulers;11;0.0011345
21009;1050;Ixelles;9696;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);9;0.0009282
21009;1050;Ixelles;9696;143;UZ Brussel;Jette;403;0.0415635
21009;1050;Ixelles;9696;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;118;0.01217
21009;1050;Ixelles;9696;166;CHU UCL Namur;Namur;10;0.0010314
21009;1050;Ixelles;9696;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);7;0.0007219
21009;1050;Ixelles;9696;204;AZ Jan Portaels;Vilvorde;30;0.0030941
21009;1050;Ixelles;9696;254;CH Universitaire et Psychiatrique de Mons-Borinage;Mons;7;0.0007219
21009;1050;Ixelles;9696;266;CHR Mons-Hainaut;Mons;8;0.0008251
21009;1050;Ixelles;9696;290;AZ Sint-Lucas;Gand;6;0.0006188
21009;1050;Ixelles;9696;322;UZ Leuven;Louvain;172;0.0177393
21009;1050;Ixelles;9696;332;CHIREC - Hôpital Delta;Auderghem;1773;0.1828589
21009;1050;Ixelles;9696;392;AZ Zeno;Knokke-Heist;5;0.0005157
21009;1050;Ixelles;9696;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;714;0.0736386
21009;1050;Ixelles;9696;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;503;0.0518771
21009;1050;Ixelles;9696;534;Centre Hospitalier de Wallonie picarde (Tournai);Tournai;6;0.0006188
21009;1050;Ixelles;9696;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);7;0.0007219
21009;1050;Ixelles;9696;682;AZ Monica;Anvers;14;0.0014439
21009;1050;Ixelles;9696;689;Imelda Ziekenhuis;Bonheiden;6;0.0006188
21009;1050;Ixelles;9696;713;AZ Jan Palfijn Gent;Gand;8;0.0008251
21009;1050;Ixelles;9696;718;CHU Charleroi;Charleroi;9;0.0009282
21009;1050;Ixelles;9696;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;310;0.0319719
21010;1090;Jette;6857;12;AZ Sint-Blasius;Termonde;6;0.000875
21010;1090;Jette;6857;39;CHU UCL Namur;Yvoir;8;0.0011667
21010;1090;Jette;6857;76;CHU Saint-Pierre;Bruxelles;482;0.0702931
21010;1090;Jette;6857;77;CHU Brugmann;Bruxelles;1335;0.1946916
21010;1090;Jette;6857;79;Institut Jules Bordet;Bruxelles;214;0.031209
21010;1090;Jette;6857;87;Hôpitaux Iris Sud;Etterbeek;204;0.0297506
21010;1090;Jette;6857;99;GZA ziekenhuizen;Anvers;5;0.0007292
21010;1090;Jette;6857;104;AZ Rivierenland;Rumst;5;0.0007292
21010;1090;Jette;6857;106;AZ Sint-Maria;Hal (Brabant flamand);11;0.0016042
21010;1090;Jette;6857;108;RZ Heilig Hart;Louvain;6;0.000875
21010;1090;Jette;6857;110;Clinique Saint-Jean;Bruxelles;385;0.056147
21010;1090;Jette;6857;111;Cliniques de l'Europe;Uccle;147;0.0214379
21010;1090;Jette;6857;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);26;0.0037917
21010;1090;Jette;6857;143;UZ Brussel;Jette;1810;0.2639638
21010;1090;Jette;6857;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;207;0.0301881
21010;1090;Jette;6857;166;CHU UCL Namur;Namur;5;0.0007292
21010;1090;Jette;6857;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);20;0.0029167
21010;1090;Jette;6857;204;AZ Jan Portaels;Vilvorde;39;0.0056876
21010;1090;Jette;6857;243;Jessa Ziekenhuis;Hasselt;7;0.0010209
21010;1090;Jette;6857;300;UZ Antwerpen;Edegem;16;0.0023334
21010;1090;Jette;6857;322;UZ Leuven;Louvain;39;0.0056876
21010;1090;Jette;6857;332;CHIREC - Hôpital Delta;Auderghem;288;0.0420009
21010;1090;Jette;6857;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;253;0.0368966
21010;1090;Jette;6857;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;340;0.0495844
21010;1090;Jette;6857;682;AZ Monica;Anvers;6;0.000875
21010;1090;Jette;6857;689;Imelda Ziekenhuis;Bonheiden;9;0.0013125
21010;1090;Jette;6857;707;CHU Sart Tilman;Liège;5;0.0007292
21010;1090;Jette;6857;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;911;0.1328569
21011;1081;Koekelberg;2589;76;CHU Saint-Pierre;Bruxelles;260;0.1004249
21011;1081;Koekelberg;2589;77;CHU Brugmann;Bruxelles;238;0.0919274
21011;1081;Koekelberg;2589;79;Institut Jules Bordet;Bruxelles;114;0.0440324
21011;1081;Koekelberg;2589;87;Hôpitaux Iris Sud;Etterbeek;133;0.0513712
21011;1081;Koekelberg;2589;106;AZ Sint-Maria;Hal (Brabant flamand);6;0.0023175
21011;1081;Koekelberg;2589;110;Clinique Saint-Jean;Bruxelles;222;0.0857474
21011;1081;Koekelberg;2589;111;Cliniques de l'Europe;Uccle;68;0.026265
21011;1081;Koekelberg;2589;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);22;0.0084975
21011;1081;Koekelberg;2589;143;UZ Brussel;Jette;335;0.1293936
21011;1081;Koekelberg;2589;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;54;0.0208575
21011;1081;Koekelberg;2589;166;CHU UCL Namur;Namur;5;0.0019312
21011;1081;Koekelberg;2589;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);6;0.0023175
21011;1081;Koekelberg;2589;204;AZ Jan Portaels;Vilvorde;11;0.0042487
21011;1081;Koekelberg;2589;322;UZ Leuven;Louvain;22;0.0084975
21011;1081;Koekelberg;2589;332;CHIREC - Hôpital Delta;Auderghem;108;0.0417149
21011;1081;Koekelberg;2589;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;151;0.0583237
21011;1081;Koekelberg;2589;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;291;0.1123986
21011;1081;Koekelberg;2589;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;510;0.1969873
21012;1080;Molenbeek-Saint-Jean;11385;7;CHR de la Haute Senne;Soignies;35;0.0030742
21012;1080;Molenbeek-Saint-Jean;11385;9;Ziekenhuisnetwerk Antwerpen;Anvers;10;0.0008783
21012;1080;Molenbeek-Saint-Jean;11385;26;AZ Sint-Maarten;Malines;5;0.0004392
21012;1080;Molenbeek-Saint-Jean;11385;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;13;0.0011419
21012;1080;Molenbeek-Saint-Jean;11385;76;CHU Saint-Pierre;Bruxelles;1504;0.1321036
21012;1080;Molenbeek-Saint-Jean;11385;77;CHU Brugmann;Bruxelles;874;0.0767677
21012;1080;Molenbeek-Saint-Jean;11385;79;Institut Jules Bordet;Bruxelles;605;0.0531401
21012;1080;Molenbeek-Saint-Jean;11385;87;Hôpitaux Iris Sud;Etterbeek;756;0.0664032
21012;1080;Molenbeek-Saint-Jean;11385;104;AZ Rivierenland;Rumst;9;0.0007905
21012;1080;Molenbeek-Saint-Jean;11385;106;AZ Sint-Maria;Hal (Brabant flamand);25;0.0021959
21012;1080;Molenbeek-Saint-Jean;11385;110;Clinique Saint-Jean;Bruxelles;843;0.0740448
21012;1080;Molenbeek-Saint-Jean;11385;111;Cliniques de l'Europe;Uccle;246;0.0216074
21012;1080;Molenbeek-Saint-Jean;11385;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);41;0.0036012
21012;1080;Molenbeek-Saint-Jean;11385;143;UZ Brussel;Jette;1183;0.1039087
21012;1080;Molenbeek-Saint-Jean;11385;146;Centres Hospitaliers Jolimont;La Louvière;6;0.000527
21012;1080;Molenbeek-Saint-Jean;11385;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;312;0.0274045
21012;1080;Molenbeek-Saint-Jean;11385;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);16;0.0014054
21012;1080;Molenbeek-Saint-Jean;11385;204;AZ Jan Portaels;Vilvorde;26;0.0022837
21012;1080;Molenbeek-Saint-Jean;11385;217;AZ Sint-Elisabeth;Zottegem;5;0.0004392
21012;1080;Molenbeek-Saint-Jean;11385;310;AZ West;Furnes;5;0.0004392
21012;1080;Molenbeek-Saint-Jean;11385;322;UZ Leuven;Louvain;42;0.0036891
21012;1080;Molenbeek-Saint-Jean;11385;332;CHIREC - Hôpital Delta;Auderghem;488;0.0428634
21012;1080;Molenbeek-Saint-Jean;11385;346;Centres Hospitaliers Jolimont;Nivelles;7;0.0006148
21012;1080;Molenbeek-Saint-Jean;11385;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;443;0.0389108
21012;1080;Molenbeek-Saint-Jean;11385;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;1573;0.1381643
21012;1080;Molenbeek-Saint-Jean;11385;412;CHR de la Citadelle;Liège;5;0.0004392
