code_ins;code_postal;commune_patient;nombre_de_séjours;classe;nombre_de_séjours.1;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours.2;part_de_marché
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;96;CHU Tivoli;La Louvière;12;0.0035325
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;106;AZ Sint-Maria;Hal (Brabant flamand);8;0.002355
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;110;Clinique Saint-Jean;Bruxelles;57;0.0167795
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;111;Cliniques de l'Europe;Uccle;142;0.0418016
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;143;UZ Brussel;Jette;40;0.0117751
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;146;Centres Hospitaliers Jolimont;La Louvière;26;0.0076538
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;254;CH Universitaire et Psychiatrique de Mons-Borinage;Mons;5;0.0014719
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;322;UZ Leuven;Louvain;42;0.0123639
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;332;CHIREC - Hôpital Delta;Auderghem;282;0.0830144
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;346;Centres Hospitaliers Jolimont;Nivelles;139;0.0409185
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;239;0.0703562
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;134;0.0394466
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;409;Clinique Notre-Dame de Grâce;Charleroi;9;0.0026494
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;534;Centre Hospitalier de Wallonie picarde (Tournai);Tournai;18;0.0052988
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;718;CHU Charleroi;Charleroi;7;0.0020606
25014;1420;Braine-l'Alleud;6198;De 15 à 64 ans;3397;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;1832;0.5392994
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;7;CHR de la Haute Senne;Soignies;6;0.002441
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;10;Grand Hôpital de Charleroi;Charleroi;8;0.0032547
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;93;0.0378356
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;76;CHU Saint-Pierre;Bruxelles;33;0.0134255
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;79;Institut Jules Bordet;Bruxelles;93;0.0378356
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;87;Hôpitaux Iris Sud;Etterbeek;15;0.0061025
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;96;CHU Tivoli;La Louvière;5;0.0020342
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;106;AZ Sint-Maria;Hal (Brabant flamand);11;0.0044752
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;110;Clinique Saint-Jean;Bruxelles;5;0.0020342
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;111;Cliniques de l'Europe;Uccle;93;0.0378356
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;143;UZ Brussel;Jette;32;0.0130187
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;146;Centres Hospitaliers Jolimont;La Louvière;44;0.0179007
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;166;CHU UCL Namur;Namur;7;0.0028478
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;332;CHIREC - Hôpital Delta;Auderghem;98;0.0398698
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;346;Centres Hospitaliers Jolimont;Nivelles;150;0.0610252
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;109;0.044345
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;98;0.0398698
25014;1420;Braine-l'Alleud;6198;65 ans et plus;2458;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;1526;0.6208299
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;106;AZ Sint-Maria;Hal (Brabant flamand);6;0.0588235
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;111;Cliniques de l'Europe;Uccle;17;0.1666667
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;332;CHIREC - Hôpital Delta;Auderghem;6;0.0588235
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;346;Centres Hospitaliers Jolimont;Nivelles;10;0.0980392
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;8;0.0784314
25015;1440;Braine-le-Château;1737;Moins de 15 ans;102;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;37;0.3627451
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;7;CHR de la Haute Senne;Soignies;35;0.0383352
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;19;0.0208105
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;76;CHU Saint-Pierre;Bruxelles;14;0.0153341
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;77;CHU Brugmann;Bruxelles;5;0.0054765
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;79;Institut Jules Bordet;Bruxelles;19;0.0208105
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;87;Hôpitaux Iris Sud;Etterbeek;19;0.0208105
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;96;CHU Tivoli;La Louvière;5;0.0054765
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;106;AZ Sint-Maria;Hal (Brabant flamand);53;0.0580504
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;111;Cliniques de l'Europe;Uccle;29;0.0317634
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;143;UZ Brussel;Jette;13;0.0142388
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;146;Centres Hospitaliers Jolimont;La Louvière;21;0.0230011
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;322;UZ Leuven;Louvain;5;0.0054765
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;332;CHIREC - Hôpital Delta;Auderghem;82;0.0898138
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;346;Centres Hospitaliers Jolimont;Nivelles;114;0.1248631
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;70;0.0766703
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;67;0.0733844
25015;1440;Braine-le-Château;1737;De 15 à 64 ans;913;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;309;0.3384447
25015;1440;Braine-le-Château;1737;65 ans et plus;722;7;CHR de la Haute Senne;Soignies;20;0.0277008
25015;1440;Braine-le-Château;1737;65 ans et plus;722;10;Grand Hôpital de Charleroi;Charleroi;10;0.0138504
25015;1440;Braine-le-Château;1737;65 ans et plus;722;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;13;0.0180055
25015;1440;Braine-le-Château;1737;65 ans et plus;722;76;CHU Saint-Pierre;Bruxelles;9;0.0124654
25015;1440;Braine-le-Château;1737;65 ans et plus;722;79;Institut Jules Bordet;Bruxelles;45;0.0623269
25015;1440;Braine-le-Château;1737;65 ans et plus;722;106;AZ Sint-Maria;Hal (Brabant flamand);26;0.0360111
25015;1440;Braine-le-Château;1737;65 ans et plus;722;111;Cliniques de l'Europe;Uccle;24;0.033241
25015;1440;Braine-le-Château;1737;65 ans et plus;722;143;UZ Brussel;Jette;23;0.031856
25015;1440;Braine-le-Château;1737;65 ans et plus;722;146;Centres Hospitaliers Jolimont;La Louvière;70;0.0969529
25015;1440;Braine-le-Château;1737;65 ans et plus;722;332;CHIREC - Hôpital Delta;Auderghem;9;0.0124654
25015;1440;Braine-le-Château;1737;65 ans et plus;722;346;Centres Hospitaliers Jolimont;Nivelles;155;0.2146814
25015;1440;Braine-le-Château;1737;65 ans et plus;722;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;56;0.0775623
25015;1440;Braine-le-Château;1737;65 ans et plus;722;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;24;0.033241
25015;1440;Braine-le-Château;1737;65 ans et plus;722;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;227;0.3144044
25018;1325;Chaumont-Gistoux;1826;Moins de 15 ans;53;6;CHR Sambre et Meuse;Namur;5;0.0943396
25018;1325;Chaumont-Gistoux;1826;Moins de 15 ans;53;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;30;0.5660377
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;6;CHR Sambre et Meuse;Namur;37;0.0388248
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;39;CHU UCL Namur;Yvoir;8;0.0083945
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;523;0.5487933
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;76;CHU Saint-Pierre;Bruxelles;8;0.0083945
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;79;Institut Jules Bordet;Bruxelles;12;0.0125918
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;87;Hôpitaux Iris Sud;Etterbeek;9;0.0094439
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;109;RZ Heilig Hart Tienen;Tirlemont;5;0.0052466
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;111;Cliniques de l'Europe;Uccle;17;0.0178384
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;143;UZ Brussel;Jette;6;0.0062959
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;166;CHU UCL Namur;Namur;75;0.0786988
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;322;UZ Leuven;Louvain;11;0.0115425
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;332;CHIREC - Hôpital Delta;Auderghem;79;0.0828961
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;83;0.0870934
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;706;Clinique Saint-Luc;Namur;17;0.0178384
25018;1325;Chaumont-Gistoux;1826;De 15 à 64 ans;953;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;37;0.0388248
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;6;CHR Sambre et Meuse;Namur;25;0.0304878
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;39;CHU UCL Namur;Yvoir;24;0.0292683
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;408;0.497561
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;79;Institut Jules Bordet;Bruxelles;14;0.0170732
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;87;Hôpitaux Iris Sud;Etterbeek;10;0.0121951
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;111;Cliniques de l'Europe;Uccle;11;0.0134146
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;143;UZ Brussel;Jette;20;0.0243902
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;166;CHU UCL Namur;Namur;47;0.0573171
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;322;UZ Leuven;Louvain;5;0.0060976
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;332;CHIREC - Hôpital Delta;Auderghem;52;0.0634146
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;146;0.1780488
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;9;0.0109756
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;706;Clinique Saint-Luc;Namur;22;0.0268293
25018;1325;Chaumont-Gistoux;1826;65 ans et plus;820;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;13;0.0158537
25023;1490;Court-Saint-Etienne;1514;Moins de 15 ans;85;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;58;0.6823529
25023;1490;Court-Saint-Etienne;1514;Moins de 15 ans;85;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;5;0.0588235
25023;1490;Court-Saint-Etienne;1514;Moins de 15 ans;85;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;11;0.1294118
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;6;CHR Sambre et Meuse;Namur;17;0.0187638
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;10;Grand Hôpital de Charleroi;Charleroi;6;0.0066225
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;621;0.6854305
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;79;Institut Jules Bordet;Bruxelles;12;0.013245
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;87;Hôpitaux Iris Sud;Etterbeek;7;0.0077263
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;111;Cliniques de l'Europe;Uccle;6;0.0066225
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;166;CHU UCL Namur;Namur;9;0.0099338
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;322;UZ Leuven;Louvain;20;0.0220751
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;332;CHIREC - Hôpital Delta;Auderghem;69;0.0761589
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;346;Centres Hospitaliers Jolimont;Nivelles;11;0.0121413
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;34;0.0375276
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;5;0.0055188
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;706;Clinique Saint-Luc;Namur;8;0.00883
25023;1490;Court-Saint-Etienne;1514;De 15 à 64 ans;906;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;51;0.0562914
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;10;Grand Hôpital de Charleroi;Charleroi;24;0.0458891
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;371;0.709369
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;111;Cliniques de l'Europe;Uccle;5;0.0095602
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;332;CHIREC - Hôpital Delta;Auderghem;7;0.0133843
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;346;Centres Hospitaliers Jolimont;Nivelles;11;0.0210325
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;51;0.0975143
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;409;Clinique Notre-Dame de Grâce;Charleroi;10;0.0191205
25023;1490;Court-Saint-Etienne;1514;65 ans et plus;523;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;18;0.0344168
25031;1470;Genappe;2254;Moins de 15 ans;110;10;Grand Hôpital de Charleroi;Charleroi;6;0.0545455
25031;1470;Genappe;2254;Moins de 15 ans;110;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;27;0.2454545
25031;1470;Genappe;2254;Moins de 15 ans;110;143;UZ Brussel;Jette;13;0.1181818
25031;1470;Genappe;2254;Moins de 15 ans;110;332;CHIREC - Hôpital Delta;Auderghem;6;0.0545455
25031;1470;Genappe;2254;Moins de 15 ans;110;346;Centres Hospitaliers Jolimont;Nivelles;6;0.0545455
25031;1470;Genappe;2254;Moins de 15 ans;110;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;13;0.1181818
25031;1470;Genappe;2254;Moins de 15 ans;110;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;24;0.2181818
25031;1470;Genappe;2254;De 15 à 64 ans;1230;6;CHR Sambre et Meuse;Namur;11;0.0089431
25031;1470;Genappe;2254;De 15 à 64 ans;1230;10;Grand Hôpital de Charleroi;Charleroi;29;0.0235772
25031;1470;Genappe;2254;De 15 à 64 ans;1230;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;413;0.3357724
25031;1470;Genappe;2254;De 15 à 64 ans;1230;76;CHU Saint-Pierre;Bruxelles;13;0.0105691
25031;1470;Genappe;2254;De 15 à 64 ans;1230;79;Institut Jules Bordet;Bruxelles;27;0.0219512
25031;1470;Genappe;2254;De 15 à 64 ans;1230;87;Hôpitaux Iris Sud;Etterbeek;11;0.0089431
25031;1470;Genappe;2254;De 15 à 64 ans;1230;96;CHU Tivoli;La Louvière;11;0.0089431
25031;1470;Genappe;2254;De 15 à 64 ans;1230;111;Cliniques de l'Europe;Uccle;38;0.0308943
25031;1470;Genappe;2254;De 15 à 64 ans;1230;146;Centres Hospitaliers Jolimont;La Louvière;18;0.0146341
25031;1470;Genappe;2254;De 15 à 64 ans;1230;166;CHU UCL Namur;Namur;24;0.0195122
25031;1470;Genappe;2254;De 15 à 64 ans;1230;332;CHIREC - Hôpital Delta;Auderghem;70;0.0569106
25031;1470;Genappe;2254;De 15 à 64 ans;1230;346;Centres Hospitaliers Jolimont;Nivelles;138;0.1121951
25031;1470;Genappe;2254;De 15 à 64 ans;1230;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;75;0.0609756
25031;1470;Genappe;2254;De 15 à 64 ans;1230;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;19;0.0154472
25031;1470;Genappe;2254;De 15 à 64 ans;1230;409;Clinique Notre-Dame de Grâce;Charleroi;45;0.0365854
25031;1470;Genappe;2254;De 15 à 64 ans;1230;718;CHU Charleroi;Charleroi;19;0.0154472
25031;1470;Genappe;2254;De 15 à 64 ans;1230;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;226;0.1837398
25031;1470;Genappe;2254;65 ans et plus;914;10;Grand Hôpital de Charleroi;Charleroi;6;0.0065646
25031;1470;Genappe;2254;65 ans et plus;914;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;390;0.4266958
25031;1470;Genappe;2254;65 ans et plus;914;76;CHU Saint-Pierre;Bruxelles;5;0.0054705
25031;1470;Genappe;2254;65 ans et plus;914;79;Institut Jules Bordet;Bruxelles;50;0.0547046
25031;1470;Genappe;2254;65 ans et plus;914;111;Cliniques de l'Europe;Uccle;18;0.0196937
25031;1470;Genappe;2254;65 ans et plus;914;254;CH Universitaire et Psychiatrique de Mons-Borinage;Mons;15;0.0164114
25031;1470;Genappe;2254;65 ans et plus;914;332;CHIREC - Hôpital Delta;Auderghem;20;0.0218818
25031;1470;Genappe;2254;65 ans et plus;914;346;Centres Hospitaliers Jolimont;Nivelles;194;0.2122538
25031;1470;Genappe;2254;65 ans et plus;914;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;73;0.0798687
25031;1470;Genappe;2254;65 ans et plus;914;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;12;0.0131291
25031;1470;Genappe;2254;65 ans et plus;914;409;Clinique Notre-Dame de Grâce;Charleroi;39;0.0426696
25031;1470;Genappe;2254;65 ans et plus;914;718;CHU Charleroi;Charleroi;5;0.0054705
25031;1470;Genappe;2254;65 ans et plus;914;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;64;0.0700219
25037;1390;Grez-Doiceau;2190;Moins de 15 ans;138;6;CHR Sambre et Meuse;Namur;5;0.0362319
25037;1390;Grez-Doiceau;2190;Moins de 15 ans;138;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;58;0.4202899
25037;1390;Grez-Doiceau;2190;Moins de 15 ans;138;322;UZ Leuven;Louvain;5;0.0362319
25037;1390;Grez-Doiceau;2190;Moins de 15 ans;138;332;CHIREC - Hôpital Delta;Auderghem;13;0.0942029
25037;1390;Grez-Doiceau;2190;Moins de 15 ans;138;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;32;0.2318841
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;6;CHR Sambre et Meuse;Namur;31;0.0283883
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;491;0.4496337
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;76;CHU Saint-Pierre;Bruxelles;9;0.0082418
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;79;Institut Jules Bordet;Bruxelles;5;0.0045788
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;87;Hôpitaux Iris Sud;Etterbeek;16;0.014652
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;108;RZ Heilig Hart;Louvain;41;0.0375458
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;109;RZ Heilig Hart Tienen;Tirlemont;11;0.0100733
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;111;Cliniques de l'Europe;Uccle;21;0.0192308
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;166;CHU UCL Namur;Namur;48;0.043956
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;322;UZ Leuven;Louvain;77;0.0705128
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;332;CHIREC - Hôpital Delta;Auderghem;82;0.0750916
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;172;0.1575092
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;5;0.0045788
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;706;Clinique Saint-Luc;Namur;7;0.0064103
25037;1390;Grez-Doiceau;2190;De 15 à 64 ans;1092;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;31;0.0283883
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;39;CHU UCL Namur;Yvoir;5;0.0052083
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;602;0.6270833
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;79;Institut Jules Bordet;Bruxelles;32;0.0333333
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;87;Hôpitaux Iris Sud;Etterbeek;8;0.0083333
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;108;RZ Heilig Hart;Louvain;9;0.009375
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;111;Cliniques de l'Europe;Uccle;17;0.0177083
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;166;CHU UCL Namur;Namur;16;0.0166667
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;322;UZ Leuven;Louvain;67;0.0697917
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;332;CHIREC - Hôpital Delta;Auderghem;23;0.0239583
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;103;0.1072917
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;706;Clinique Saint-Luc;Namur;40;0.0416667
25037;1390;Grez-Doiceau;2190;65 ans et plus;960;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;13;0.0135417
25043;1315;Incourt;876;Moins de 15 ans;46;6;CHR Sambre et Meuse;Namur;5;0.1086957
25043;1315;Incourt;876;Moins de 15 ans;46;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;22;0.4782609
25043;1315;Incourt;876;Moins de 15 ans;46;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;5;0.1086957
25043;1315;Incourt;876;De 15 à 64 ans;465;6;CHR Sambre et Meuse;Namur;30;0.0645161
25043;1315;Incourt;876;De 15 à 64 ans;465;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;199;0.427957
25043;1315;Incourt;876;De 15 à 64 ans;465;109;RZ Heilig Hart Tienen;Tirlemont;18;0.0387097
25043;1315;Incourt;876;De 15 à 64 ans;465;111;Cliniques de l'Europe;Uccle;5;0.0107527
25043;1315;Incourt;876;De 15 à 64 ans;465;166;CHU UCL Namur;Namur;25;0.0537634
25043;1315;Incourt;876;De 15 à 64 ans;465;322;UZ Leuven;Louvain;12;0.0258065
25043;1315;Incourt;876;De 15 à 64 ans;465;332;CHIREC - Hôpital Delta;Auderghem;23;0.0494624
25043;1315;Incourt;876;De 15 à 64 ans;465;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;26;0.055914
25043;1315;Incourt;876;De 15 à 64 ans;465;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;12;0.0258065
25043;1315;Incourt;876;De 15 à 64 ans;465;706;Clinique Saint-Luc;Namur;76;0.1634409
25043;1315;Incourt;876;65 ans et plus;365;6;CHR Sambre et Meuse;Namur;5;0.0136986
25043;1315;Incourt;876;65 ans et plus;365;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;152;0.4164384
25043;1315;Incourt;876;65 ans et plus;365;109;RZ Heilig Hart Tienen;Tirlemont;7;0.0191781
25043;1315;Incourt;876;65 ans et plus;365;166;CHU UCL Namur;Namur;14;0.0383562
25043;1315;Incourt;876;65 ans et plus;365;322;UZ Leuven;Louvain;15;0.0410959
25043;1315;Incourt;876;65 ans et plus;365;332;CHIREC - Hôpital Delta;Auderghem;6;0.0164384
25043;1315;Incourt;876;65 ans et plus;365;706;Clinique Saint-Luc;Namur;151;0.4136986
25044;1460;Ittre;1028;Moins de 15 ans;55;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;5;0.0909091
25044;1460;Ittre;1028;Moins de 15 ans;55;346;Centres Hospitaliers Jolimont;Nivelles;8;0.1454545
25044;1460;Ittre;1028;Moins de 15 ans;55;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;23;0.4181818
25044;1460;Ittre;1028;De 15 à 64 ans;585;7;CHR de la Haute Senne;Soignies;58;0.0991453
25044;1460;Ittre;1028;De 15 à 64 ans;585;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;10;0.017094
25044;1460;Ittre;1028;De 15 à 64 ans;585;76;CHU Saint-Pierre;Bruxelles;8;0.0136752
25044;1460;Ittre;1028;De 15 à 64 ans;585;79;Institut Jules Bordet;Bruxelles;28;0.0478632
25044;1460;Ittre;1028;De 15 à 64 ans;585;106;AZ Sint-Maria;Hal (Brabant flamand);23;0.0393162
