nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;aantal_verblijven_per_ziekenhuis_gemeente_patient;marktaandeel
23096;1980;Zemst;2890;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;25;0.0086505
23096;1980;Zemst;2890;17;AZ Maria Middelares;Gent;6;0.0020761
23096;1980;Zemst;2890;26;AZ Sint-Maarten;Mechelen;1192;0.4124567
23096;1980;Zemst;2890;77;UVC Brugmann;Brussel;5;0.0017301
23096;1980;Zemst;2890;79;Jules Bordet Instituut;Brussel;5;0.0017301
23096;1980;Zemst;2890;87;Iris Ziekenhuizen Zuid;Etterbeek;5;0.0017301
23096;1980;Zemst;2890;97;Heilig Hart Ziekenhuis - Lier;Lier;7;0.0024221
23096;1980;Zemst;2890;99;GZA ziekenhuizen;Antwerpen;23;0.0079585
23096;1980;Zemst;2890;104;AZ Rivierenland;Rumst;15;0.0051903
23096;1980;Zemst;2890;108;RZ Heilig Hart Leuven;Leuven;5;0.0017301
23096;1980;Zemst;2890;111;Europaziekenhuizen;Ukkel;10;0.0034602
23096;1980;Zemst;2890;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);12;0.0041522
23096;1980;Zemst;2890;143;UZ Brussel;Jette;134;0.0463668
23096;1980;Zemst;2890;204;AZ Jan Portaels;Vilvoorde;417;0.1442907
23096;1980;Zemst;2890;300;UZ Antwerpen;Edegem;72;0.0249135
23096;1980;Zemst;2890;322;UZ Leuven;Leuven;213;0.0737024
23096;1980;Zemst;2890;332;CHIREC - Delta Ziekenhuis;Oudergem;16;0.0055363
23096;1980;Zemst;2890;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;22;0.0076125
23096;1980;Zemst;2890;670;UZ Gent;Gent;6;0.0020761
23096;1980;Zemst;2890;682;AZ Monica;Antwerpen;24;0.0083045
23096;1980;Zemst;2890;689;Imelda Ziekenhuis;Bonheiden;611;0.2114187
23097;1760;Roosdaal;1400;17;AZ Maria Middelares;Gent;10;0.0071429
23097;1760;Roosdaal;1400;77;UVC Brugmann;Brussel;8;0.0057143
23097;1760;Roosdaal;1400;79;Jules Bordet Instituut;Brussel;7;0.005
23097;1760;Roosdaal;1400;87;Iris Ziekenhuizen Zuid;Etterbeek;10;0.0071429
23097;1760;Roosdaal;1400;106;AZ Sint-Maria;Halle (Vlaams-Brabant);34;0.0242857
23097;1760;Roosdaal;1400;110;Kliniek Sint-Jan;Brussel;7;0.005
23097;1760;Roosdaal;1400;111;Europaziekenhuizen;Ukkel;6;0.0042857
23097;1760;Roosdaal;1400;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);760;0.5428571
23097;1760;Roosdaal;1400;143;UZ Brussel;Jette;120;0.0857143
23097;1760;Roosdaal;1400;176;Algemeen Stedelijk Ziekenhuis AV;Aalst (Oost-Vlaanderen);230;0.1642857
23097;1760;Roosdaal;1400;217;AZ Sint-Elisabeth;Zottegem;8;0.0057143
23097;1760;Roosdaal;1400;322;UZ Leuven;Leuven;19;0.0135714
23097;1760;Roosdaal;1400;332;CHIREC - Delta Ziekenhuis;Oudergem;15;0.0107143
23097;1760;Roosdaal;1400;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;8;0.0057143
23097;1760;Roosdaal;1400;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;49;0.035
23097;1760;Roosdaal;1400;670;UZ Gent;Gent;39;0.0278571
23097;1760;Roosdaal;1400;713;AZ Jan Palfijn;Gent;6;0.0042857
23097;1760;Roosdaal;1400;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;19;0.0135714
23098;1620;Drogenbos;591;76;UMC Sint-Pieter;Brussel;25;0.0423012
23098;1620;Drogenbos;591;79;Jules Bordet Instituut;Brussel;14;0.0236887
23098;1620;Drogenbos;591;87;Iris Ziekenhuizen Zuid;Etterbeek;81;0.1370558
23098;1620;Drogenbos;591;106;AZ Sint-Maria;Halle (Vlaams-Brabant);31;0.0524535
23098;1620;Drogenbos;591;110;Kliniek Sint-Jan;Brussel;6;0.0101523
23098;1620;Drogenbos;591;111;Europaziekenhuizen;Ukkel;189;0.319797
23098;1620;Drogenbos;591;143;UZ Brussel;Jette;25;0.0423012
23098;1620;Drogenbos;591;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;5;0.0084602
23098;1620;Drogenbos;591;332;CHIREC - Delta Ziekenhuis;Oudergem;50;0.0846024
23098;1620;Drogenbos;591;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;16;0.0270728
23098;1620;Drogenbos;591;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;96;0.1624365
23098;1620;Drogenbos;591;547;Valisana ASBL;Sint-Agatha-Berchem;7;0.0118443
23098;1620;Drogenbos;591;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;28;0.0473773
23099;1950;Kraainem;1314;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;5;0.0038052
23099;1950;Kraainem;1314;76;UMC Sint-Pieter;Brussel;8;0.0060883
23099;1950;Kraainem;1314;77;UVC Brugmann;Brussel;8;0.0060883
23099;1950;Kraainem;1314;87;Iris Ziekenhuizen Zuid;Etterbeek;18;0.0136986
23099;1950;Kraainem;1314;108;RZ Heilig Hart Leuven;Leuven;10;0.0076104
23099;1950;Kraainem;1314;110;Kliniek Sint-Jan;Brussel;27;0.0205479
23099;1950;Kraainem;1314;111;Europaziekenhuizen;Ukkel;71;0.0540335
23099;1950;Kraainem;1314;143;UZ Brussel;Jette;14;0.0106545
23099;1950;Kraainem;1314;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;9;0.0068493
23099;1950;Kraainem;1314;204;AZ Jan Portaels;Vilvoorde;25;0.0190259
23099;1950;Kraainem;1314;322;UZ Leuven;Leuven;64;0.0487062
23099;1950;Kraainem;1314;332;CHIREC - Delta Ziekenhuis;Oudergem;199;0.151446
23099;1950;Kraainem;1314;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;751;0.5715373
23099;1950;Kraainem;1314;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;33;0.0251142
23099;1950;Kraainem;1314;547;Valisana ASBL;Sint-Agatha-Berchem;11;0.0083714
23099;1950;Kraainem;1314;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;15;0.0114155
23100;1630;Linkebeek;540;76;UMC Sint-Pieter;Brussel;23;0.0425926
23100;1630;Linkebeek;540;77;UVC Brugmann;Brussel;7;0.012963
23100;1630;Linkebeek;540;79;Jules Bordet Instituut;Brussel;27;0.05
23100;1630;Linkebeek;540;87;Iris Ziekenhuizen Zuid;Etterbeek;27;0.05
23100;1630;Linkebeek;540;106;AZ Sint-Maria;Halle (Vlaams-Brabant);24;0.0444444
23100;1630;Linkebeek;540;111;Europaziekenhuizen;Ukkel;176;0.3259259
23100;1630;Linkebeek;540;143;UZ Brussel;Jette;14;0.0259259
23100;1630;Linkebeek;540;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;5;0.0092593
23100;1630;Linkebeek;540;322;UZ Leuven;Leuven;6;0.0111111
23100;1630;Linkebeek;540;332;CHIREC - Delta Ziekenhuis;Oudergem;51;0.0944444
23100;1630;Linkebeek;540;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;44;0.0814815
23100;1630;Linkebeek;540;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;70;0.1296296
23100;1630;Linkebeek;540;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;38;0.0703704
23101;1640;Sint-Genesius-Rode;1813;38;SILVA medical;Watermaal-Bosvoorde;7;0.003861
23101;1640;Sint-Genesius-Rode;1813;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;6;0.0033094
23101;1640;Sint-Genesius-Rode;1813;76;UMC Sint-Pieter;Brussel;41;0.0226145
23101;1640;Sint-Genesius-Rode;1813;77;UVC Brugmann;Brussel;10;0.0055157
23101;1640;Sint-Genesius-Rode;1813;79;Jules Bordet Instituut;Brussel;39;0.0215113
23101;1640;Sint-Genesius-Rode;1813;87;Iris Ziekenhuizen Zuid;Etterbeek;41;0.0226145
23101;1640;Sint-Genesius-Rode;1813;96;CHU Tivoli;La Louvière;5;0.0027579
23101;1640;Sint-Genesius-Rode;1813;106;AZ Sint-Maria;Halle (Vlaams-Brabant);195;0.1075565
23101;1640;Sint-Genesius-Rode;1813;110;Kliniek Sint-Jan;Brussel;17;0.0093767
23101;1640;Sint-Genesius-Rode;1813;111;Europaziekenhuizen;Ukkel;368;0.2029785
23101;1640;Sint-Genesius-Rode;1813;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);13;0.0071704
23101;1640;Sint-Genesius-Rode;1813;143;UZ Brussel;Jette;87;0.0479868
23101;1640;Sint-Genesius-Rode;1813;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;7;0.003861
23101;1640;Sint-Genesius-Rode;1813;310;AZ West;Veurne;6;0.0033094
23101;1640;Sint-Genesius-Rode;1813;322;UZ Leuven;Leuven;65;0.0358522
23101;1640;Sint-Genesius-Rode;1813;332;CHIREC - Delta Ziekenhuis;Oudergem;250;0.137893
23101;1640;Sint-Genesius-Rode;1813;346;Pôle Hospitalier Jolimont - Site Nivelles-Tubize;Nijvel;6;0.0033094
23101;1640;Sint-Genesius-Rode;1813;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;103;0.0568119
23101;1640;Sint-Genesius-Rode;1813;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;118;0.0650855
23101;1640;Sint-Genesius-Rode;1813;547;Valisana ASBL;Sint-Agatha-Berchem;9;0.0049641
23101;1640;Sint-Genesius-Rode;1813;670;UZ Gent;Gent;5;0.0027579
23101;1640;Sint-Genesius-Rode;1813;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;371;0.2046332
23102;1780;Wemmel;1861;38;SILVA medical;Watermaal-Bosvoorde;11;0.0059108
23102;1780;Wemmel;1861;49;AZ Sint-Jan Brugge - Oostende;Brugge;7;0.0037614
23102;1780;Wemmel;1861;76;UMC Sint-Pieter;Brussel;31;0.0166577
23102;1780;Wemmel;1861;77;UVC Brugmann;Brussel;199;0.1069318
23102;1780;Wemmel;1861;79;Jules Bordet Instituut;Brussel;10;0.0053735
23102;1780;Wemmel;1861;87;Iris Ziekenhuizen Zuid;Etterbeek;18;0.0096722
23102;1780;Wemmel;1861;110;Kliniek Sint-Jan;Brussel;58;0.031166
23102;1780;Wemmel;1861;111;Europaziekenhuizen;Ukkel;36;0.0193444
23102;1780;Wemmel;1861;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);93;0.0499731
23102;1780;Wemmel;1861;143;UZ Brussel;Jette;904;0.4857603
23102;1780;Wemmel;1861;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;36;0.0193444
23102;1780;Wemmel;1861;176;Algemeen Stedelijk Ziekenhuis AV;Aalst (Oost-Vlaanderen);9;0.0048361
23102;1780;Wemmel;1861;204;AZ Jan Portaels;Vilvoorde;44;0.0236432
23102;1780;Wemmel;1861;322;UZ Leuven;Leuven;20;0.0107469
23102;1780;Wemmel;1861;332;CHIREC - Delta Ziekenhuis;Oudergem;117;0.0628694
23102;1780;Wemmel;1861;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;48;0.0257926
23102;1780;Wemmel;1861;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;93;0.0499731
23102;1780;Wemmel;1861;547;Valisana ASBL;Sint-Agatha-Berchem;12;0.0064481
23102;1780;Wemmel;1861;595;AZ Nikolaas;Sint-Niklaas (Oost-Vlaanderen);5;0.0026867
23102;1780;Wemmel;1861;670;UZ Gent;Gent;6;0.0032241
23102;1780;Wemmel;1861;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;29;0.015583
23103;1970;Wezembeek-Oppem;1440;38;SILVA medical;Watermaal-Bosvoorde;12;0.0083333
23103;1970;Wezembeek-Oppem;1440;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;23;0.0159722
23103;1970;Wezembeek-Oppem;1440;76;UMC Sint-Pieter;Brussel;19;0.0131944
23103;1970;Wezembeek-Oppem;1440;77;UVC Brugmann;Brussel;9;0.00625
23103;1970;Wezembeek-Oppem;1440;79;Jules Bordet Instituut;Brussel;13;0.0090278
23103;1970;Wezembeek-Oppem;1440;87;Iris Ziekenhuizen Zuid;Etterbeek;16;0.0111111
23103;1970;Wezembeek-Oppem;1440;108;RZ Heilig Hart Leuven;Leuven;19;0.0131944
23103;1970;Wezembeek-Oppem;1440;110;Kliniek Sint-Jan;Brussel;26;0.0180556
23103;1970;Wezembeek-Oppem;1440;111;Europaziekenhuizen;Ukkel;94;0.0652778
23103;1970;Wezembeek-Oppem;1440;143;UZ Brussel;Jette;16;0.0111111
23103;1970;Wezembeek-Oppem;1440;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;5;0.0034722
23103;1970;Wezembeek-Oppem;1440;204;AZ Jan Portaels;Vilvoorde;36;0.025
23103;1970;Wezembeek-Oppem;1440;322;UZ Leuven;Leuven;155;0.1076389
23103;1970;Wezembeek-Oppem;1440;332;CHIREC - Delta Ziekenhuis;Oudergem;175;0.1215278
23103;1970;Wezembeek-Oppem;1440;392;AZ Zeno;Knokke-Heist;6;0.0041667
23103;1970;Wezembeek-Oppem;1440;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;720;0.5
23103;1970;Wezembeek-Oppem;1440;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;30;0.0208333
23103;1970;Wezembeek-Oppem;1440;547;Valisana ASBL;Sint-Agatha-Berchem;14;0.0097222
23103;1970;Wezembeek-Oppem;1440;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;22;0.0152778
23104;1750;Lennik;1129;76;UMC Sint-Pieter;Brussel;14;0.0124004
23104;1750;Lennik;1129;77;UVC Brugmann;Brussel;6;0.0053144
23104;1750;Lennik;1129;87;Iris Ziekenhuizen Zuid;Etterbeek;11;0.0097431
23104;1750;Lennik;1129;106;AZ Sint-Maria;Halle (Vlaams-Brabant);162;0.1434898
23104;1750;Lennik;1129;110;Kliniek Sint-Jan;Brussel;7;0.0062002
23104;1750;Lennik;1129;111;Europaziekenhuizen;Ukkel;7;0.0062002
23104;1750;Lennik;1129;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);481;0.4260407
23104;1750;Lennik;1129;143;UZ Brussel;Jette;123;0.108946
23104;1750;Lennik;1129;176;Algemeen Stedelijk Ziekenhuis AV;Aalst (Oost-Vlaanderen);39;0.0345438
23104;1750;Lennik;1129;217;AZ Sint-Elisabeth;Zottegem;5;0.0044287
23104;1750;Lennik;1129;322;UZ Leuven;Leuven;45;0.0398583
23104;1750;Lennik;1129;332;CHIREC - Delta Ziekenhuis;Oudergem;18;0.0159433
23104;1750;Lennik;1129;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;5;0.0044287
23104;1750;Lennik;1129;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;124;0.1098317
23104;1750;Lennik;1129;670;UZ Gent;Gent;15;0.0132861
23104;1750;Lennik;1129;713;AZ Jan Palfijn;Gent;6;0.0053144
23104;1750;Lennik;1129;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;18;0.0159433
23105;1790;Affligem;1602;12;AZ Sint-Blasius;Dendermonde;9;0.005618
23105;1790;Affligem;1602;17;AZ Maria Middelares;Gent;7;0.0043695
23105;1790;Affligem;1602;26;AZ Sint-Maarten;Mechelen;5;0.0031211
23105;1790;Affligem;1602;49;AZ Sint-Jan Brugge - Oostende;Brugge;6;0.0037453
23105;1790;Affligem;1602;77;UVC Brugmann;Brussel;16;0.0099875
23105;1790;Affligem;1602;87;Iris Ziekenhuizen Zuid;Etterbeek;8;0.0049938
23105;1790;Affligem;1602;106;AZ Sint-Maria;Halle (Vlaams-Brabant);6;0.0037453
23105;1790;Affligem;1602;110;Kliniek Sint-Jan;Brussel;12;0.0074906
23105;1790;Affligem;1602;111;Europaziekenhuizen;Ukkel;9;0.005618
23105;1790;Affligem;1602;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);963;0.6011236
23105;1790;Affligem;1602;143;UZ Brussel;Jette;116;0.0724095
23105;1790;Affligem;1602;176;Algemeen Stedelijk Ziekenhuis AV;Aalst (Oost-Vlaanderen);270;0.1685393
23105;1790;Affligem;1602;300;UZ Antwerpen;Edegem;6;0.0037453
23105;1790;Affligem;1602;322;UZ Leuven;Leuven;21;0.0131086
23105;1790;Affligem;1602;332;CHIREC - Delta Ziekenhuis;Oudergem;13;0.0081149
23105;1790;Affligem;1602;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;6;0.0037453
23105;1790;Affligem;1602;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;28;0.0174782
23105;1790;Affligem;1602;670;UZ Gent;Gent;36;0.0224719
23105;1790;Affligem;1602;713;AZ Jan Palfijn;Gent;8;0.0049938
23105;1790;Affligem;1602;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;12;0.0074906
24001;3200;Aarschot;3958;9;Ziekenhuisnetwerk Antwerpen;Antwerpen;7;0.0017686
24001;3200;Aarschot;3958;26;AZ Sint-Maarten;Mechelen;17;0.0042951
24001;3200;Aarschot;3958;97;Heilig Hart Ziekenhuis - Lier;Lier;14;0.0035371
24001;3200;Aarschot;3958;99;GZA ziekenhuizen;Antwerpen;8;0.0020212
24001;3200;Aarschot;3958;108;RZ Heilig Hart Leuven;Leuven;255;0.0644265
24001;3200;Aarschot;3958;109;RZ Tienen;Tienen;352;0.0889338
24001;3200;Aarschot;3958;143;UZ Brussel;Jette;6;0.0015159
24001;3200;Aarschot;3958;204;AZ Jan Portaels;Vilvoorde;7;0.0017686
24001;3200;Aarschot;3958;243;Jessa Ziekenhuis;Hasselt;27;0.0068216
24001;3200;Aarschot;3958;300;UZ Antwerpen;Edegem;20;0.0050531
24001;3200;Aarschot;3958;308;AZ Herentals;Herentals;42;0.0106114
24001;3200;Aarschot;3958;322;UZ Leuven;Leuven;2395;0.6051036
24001;3200;Aarschot;3958;371;Ziekenhuis Oost-Limburg;Genk;22;0.0055584
24001;3200;Aarschot;3958;682;AZ Monica;Antwerpen;8;0.0020212
24001;3200;Aarschot;3958;689;Imelda Ziekenhuis;Bonheiden;232;0.0586155
24001;3200;Aarschot;3958;709;Ziekenhuis Geel;Geel;28;0.0070743
24001;3200;Aarschot;3958;712;AZ Diest;Diest;461;0.116473
24007;3130;Begijnendijk;1342;26;AZ Sint-Maarten;Mechelen;30;0.0223547
24007;3130;Begijnendijk;1342;97;Heilig Hart Ziekenhuis - Lier;Lier;43;0.0320417
24007;3130;Begijnendijk;1342;99;GZA ziekenhuizen;Antwerpen;7;0.0052161
24007;3130;Begijnendijk;1342;108;RZ Heilig Hart Leuven;Leuven;50;0.0372578
24007;3130;Begijnendijk;1342;109;RZ Tienen;Tienen;29;0.0216095
24007;3130;Begijnendijk;1342;300;UZ Antwerpen;Edegem;7;0.0052161
24007;3130;Begijnendijk;1342;308;AZ Herentals;Herentals;18;0.0134128
24007;3130;Begijnendijk;1342;322;UZ Leuven;Leuven;561;0.4180328
24007;3130;Begijnendijk;1342;682;AZ Monica;Antwerpen;5;0.0037258
24007;3130;Begijnendijk;1342;689;Imelda Ziekenhuis;Bonheiden;529;0.3941878
24007;3130;Begijnendijk;1342;709;Ziekenhuis Geel;Geel;11;0.0081967
24007;3130;Begijnendijk;1342;712;AZ Diest;Diest;22;0.0163934
24008;3460;Bekkevoort;772;108;RZ Heilig Hart Leuven;Leuven;27;0.0349741
24008;3460;Bekkevoort;772;109;RZ Tienen;Tienen;64;0.0829016
24008;3460;Bekkevoort;772;243;Jessa Ziekenhuis;Hasselt;21;0.0272021
24008;3460;Bekkevoort;772;308;AZ Herentals;Herentals;5;0.0064767
24008;3460;Bekkevoort;772;322;UZ Leuven;Leuven;313;0.4054404
24008;3460;Bekkevoort;772;371;Ziekenhuis Oost-Limburg;Genk;10;0.0129534
24008;3460;Bekkevoort;772;689;Imelda Ziekenhuis;Bonheiden;7;0.0090674
24008;3460;Bekkevoort;772;712;AZ Diest;Diest;297;0.384715
24008;3460;Bekkevoort;772;715;Sint-Trudo Ziekenhuis;Sint-Truiden;7;0.0090674
24009;3060;Bertem;1211;87;Iris Ziekenhuizen Zuid;Etterbeek;5;0.0041288
24009;3060;Bertem;1211;108;RZ Heilig Hart Leuven;Leuven;236;0.1948803
24009;3060;Bertem;1211;109;RZ Tienen;Tienen;7;0.0057803
24009;3060;Bertem;1211;143;UZ Brussel;Jette;8;0.0066061
24009;3060;Bertem;1211;204;AZ Jan Portaels;Vilvoorde;7;0.0057803
24009;3060;Bertem;1211;322;UZ Leuven;Leuven;857;0.7076796
24009;3060;Bertem;1211;332;CHIREC - Delta Ziekenhuis;Oudergem;11;0.0090834
24009;3060;Bertem;1211;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;22;0.0181668
24009;3060;Bertem;1211;689;Imelda Ziekenhuis;Bonheiden;6;0.0049546
24009;3060;Bertem;1211;712;AZ Diest;Diest;7;0.0057803
24011;3360;Bierbeek;1128;108;RZ Heilig Hart Leuven;Leuven;256;0.2269504
24011;3360;Bierbeek;1128;109;RZ Tienen;Tienen;42;0.037234
24011;3360;Bierbeek;1128;322;UZ Leuven;Leuven;763;0.6764184
24011;3360;Bierbeek;1128;689;Imelda Ziekenhuis;Bonheiden;12;0.0106383
24011;3360;Bierbeek;1128;712;AZ Diest;Diest;7;0.0062057
24014;3190;Boortmeerbeek;1556;26;AZ Sint-Maarten;Mechelen;269;0.1728792
24014;3190;Boortmeerbeek;1556;97;Heilig Hart Ziekenhuis - Lier;Lier;7;0.0044987
24014;3190;Boortmeerbeek;1556;99;GZA ziekenhuizen;Antwerpen;15;0.0096401
24014;3190;Boortmeerbeek;1556;104;AZ Rivierenland;Rumst;7;0.0044987
24014;3190;Boortmeerbeek;1556;108;RZ Heilig Hart Leuven;Leuven;13;0.0083548
24014;3190;Boortmeerbeek;1556;143;UZ Brussel;Jette;16;0.0102828
24014;3190;Boortmeerbeek;1556;204;AZ Jan Portaels;Vilvoorde;32;0.0205656
24014;3190;Boortmeerbeek;1556;300;UZ Antwerpen;Edegem;18;0.0115681
24014;3190;Boortmeerbeek;1556;322;UZ Leuven;Leuven;225;0.1446015
24014;3190;Boortmeerbeek;1556;682;AZ Monica;Antwerpen;5;0.0032134
24014;3190;Boortmeerbeek;1556;689;Imelda Ziekenhuis;Bonheiden;910;0.5848329
24016;3370;Boutersem;905;108;RZ Heilig Hart Leuven;Leuven;102;0.1127072
24016;3370;Boutersem;905;109;RZ Tienen;Tienen;299;0.3303867
24016;3370;Boutersem;905;243;Jessa Ziekenhuis;Hasselt;5;0.0055249
24016;3370;Boutersem;905;322;UZ Leuven;Leuven;453;0.5005525
24016;3370;Boutersem;905;371;Ziekenhuis Oost-Limburg;Genk;6;0.0066298
24016;3370;Boutersem;905;689;Imelda Ziekenhuis;Bonheiden;7;0.0077348
24016;3370;Boutersem;905;715;Sint-Trudo Ziekenhuis;Sint-Truiden;7;0.0077348
24020;3290;Diest;3211;108;RZ Heilig Hart Leuven;Leuven;62;0.0193086
24020;3290;Diest;3211;109;RZ Tienen;Tienen;31;0.0096543
24020;3290;Diest;3211;143;UZ Brussel;Jette;5;0.0015571
24020;3290;Diest;3211;243;Jessa Ziekenhuis;Hasselt;259;0.0806602
24020;3290;Diest;3211;300;UZ Antwerpen;Edegem;8;0.0024914
24020;3290;Diest;3211;308;AZ Herentals;Herentals;9;0.0028029
24020;3290;Diest;3211;322;UZ Leuven;Leuven;880;0.2740579
24020;3290;Diest;3211;371;Ziekenhuis Oost-Limburg;Genk;49;0.01526
24020;3290;Diest;3211;525;AZ Damiaan;Oostende;5;0.0015571
24020;3290;Diest;3211;689;Imelda Ziekenhuis;Bonheiden;14;0.00436
24020;3290;Diest;3211;709;Ziekenhuis Geel;Geel;58;0.0180629
24020;3290;Diest;3211;712;AZ Diest;Diest;1735;0.5403301
24020;3290;Diest;3211;714;Sint-Franciscus Ziekenhuis;Heusden-Zolder;21;0.00654
24020;3290;Diest;3211;715;Sint-Trudo Ziekenhuis;Sint-Truiden;21;0.00654
24020;3290;Diest;3211;719;Noorderhart - Mariaziekenhuis;Pelt;5;0.0015571
24028;3450;Geetbets;825;109;RZ Tienen;Tienen;41;0.049697
24028;3450;Geetbets;825;243;Jessa Ziekenhuis;Hasselt;125;0.1515152
24028;3450;Geetbets;825;322;UZ Leuven;Leuven;123;0.1490909
24028;3450;Geetbets;825;371;Ziekenhuis Oost-Limburg;Genk;8;0.009697
24028;3450;Geetbets;825;712;AZ Diest;Diest;54;0.0654545
24028;3450;Geetbets;825;715;Sint-Trudo Ziekenhuis;Sint-Truiden;450;0.5454545
24033;3150;Haacht;1807;26;AZ Sint-Maarten;Mechelen;63;0.0348644
24033;3150;Haacht;1807;108;RZ Heilig Hart Leuven;Leuven;104;0.057554
24033;3150;Haacht;1807;109;RZ Tienen;Tienen;6;0.0033204
24033;3150;Haacht;1807;143;UZ Brussel;Jette;6;0.0033204
24033;3150;Haacht;1807;204;AZ Jan Portaels;Vilvoorde;12;0.0066408
24033;3150;Haacht;1807;300;UZ Antwerpen;Edegem;13;0.0071942
24033;3150;Haacht;1807;322;UZ Leuven;Leuven;608;0.3364693
24033;3150;Haacht;1807;682;AZ Monica;Antwerpen;6;0.0033204
24033;3150;Haacht;1807;689;Imelda Ziekenhuis;Bonheiden;927;0.513005
24033;3150;Haacht;1807;712;AZ Diest;Diest;10;0.005534
24038;3020;Herent;2461;26;AZ Sint-Maarten;Mechelen;5;0.0020317
24038;3020;Herent;2461;79;Jules Bordet Instituut;Brussel;9;0.003657
24038;3020;Herent;2461;108;RZ Heilig Hart Leuven;Leuven;524;0.2129216
24038;3020;Herent;2461;109;RZ Tienen;Tienen;10;0.0040634
24038;3020;Herent;2461;111;Europaziekenhuizen;Ukkel;7;0.0028444
24038;3020;Herent;2461;126;Onze-Lieve-Vrouw Ziekenhuis;Aalst (Oost-Vlaanderen);5;0.0020317
24038;3020;Herent;2461;143;UZ Brussel;Jette;8;0.0032507
24038;3020;Herent;2461;300;UZ Antwerpen;Edegem;7;0.0028444
24038;3020;Herent;2461;322;UZ Leuven;Leuven;1728;0.7021536
24038;3020;Herent;2461;332;CHIREC - Delta Ziekenhuis;Oudergem;12;0.0048761
24038;3020;Herent;2461;371;Ziekenhuis Oost-Limburg;Genk;6;0.002438
24038;3020;Herent;2461;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;13;0.0052824
24038;3020;Herent;2461;689;Imelda Ziekenhuis;Bonheiden;57;0.0231613
24038;3020;Herent;2461;712;AZ Diest;Diest;13;0.0052824
24041;3320;Hoegaarden;754;108;RZ Heilig Hart Leuven;Leuven;24;0.0318302
24041;3320;Hoegaarden;754;109;RZ Tienen;Tienen;411;0.5450928
24041;3320;Hoegaarden;754;322;UZ Leuven;Leuven;256;0.3395225
24041;3320;Hoegaarden;754;371;Ziekenhuis Oost-Limburg;Genk;5;0.0066313
