nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;categorie;aantal_verblijven_per_ziekenhuis_gemeente_patient;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;marktaandeel
24055;3070;Kortenberg;3533;Tussen 15 en 64 jaar;1908;322;UZ Leuven;Leuven;0.4224319
24055;3070;Kortenberg;3533;Tussen 15 en 64 jaar;1908;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0628931
24055;3070;Kortenberg;3533;65 jaar en ouder;1386;108;RZ Heilig Hart;Leuven;0.1746032
24055;3070;Kortenberg;3533;65 jaar en ouder;1386;322;UZ Leuven;Leuven;0.6601732
24059;3400;Landen;3325;Jonger dan 15 jaar;203;109;RZ Heilig Hart Tienen;Tienen;0.320197
24059;3400;Landen;3325;Jonger dan 15 jaar;203;243;Jessa Ziekenhuis;Hasselt;0.0640394
24059;3400;Landen;3325;Jonger dan 15 jaar;203;322;UZ Leuven;Leuven;0.2019704
24059;3400;Landen;3325;Jonger dan 15 jaar;203;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.3349754
24059;3400;Landen;3325;Tussen 15 en 64 jaar;1888;109;RZ Heilig Hart Tienen;Tienen;0.3066737
24059;3400;Landen;3325;Tussen 15 en 64 jaar;1888;243;Jessa Ziekenhuis;Hasselt;0.0534958
24059;3400;Landen;3325;Tussen 15 en 64 jaar;1888;322;UZ Leuven;Leuven;0.1615466
24059;3400;Landen;3325;Tussen 15 en 64 jaar;1888;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.3935381
24059;3400;Landen;3325;65 jaar en ouder;1234;109;RZ Heilig Hart Tienen;Tienen;0.2025932
24059;3400;Landen;3325;65 jaar en ouder;1234;243;Jessa Ziekenhuis;Hasselt;0.1320908
24059;3400;Landen;3325;65 jaar en ouder;1234;322;UZ Leuven;Leuven;0.2074554
24059;3400;Landen;3325;65 jaar en ouder;1234;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.4157212
24062;3000;Leuven;14975;Jonger dan 15 jaar;963;108;RZ Heilig Hart;Leuven;0.3208723
24062;3000;Leuven;14975;Jonger dan 15 jaar;963;322;UZ Leuven;Leuven;0.549325
24062;3000;Leuven;14975;Tussen 15 en 64 jaar;8363;108;RZ Heilig Hart;Leuven;0.3345689
24062;3000;Leuven;14975;Tussen 15 en 64 jaar;8363;322;UZ Leuven;Leuven;0.5633146
24062;3000;Leuven;14975;65 jaar en ouder;5649;108;RZ Heilig Hart;Leuven;0.2457072
24062;3000;Leuven;14975;65 jaar en ouder;5649;322;UZ Leuven;Leuven;0.6859621
24066;3210;Lubbeek;2669;Jonger dan 15 jaar;144;108;RZ Heilig Hart;Leuven;0.1805556
24066;3210;Lubbeek;2669;Jonger dan 15 jaar;144;109;RZ Heilig Hart Tienen;Tienen;0.2013889
24066;3210;Lubbeek;2669;Jonger dan 15 jaar;144;322;UZ Leuven;Leuven;0.5277778
24066;3210;Lubbeek;2669;Tussen 15 en 64 jaar;1392;108;RZ Heilig Hart;Leuven;0.1982759
24066;3210;Lubbeek;2669;Tussen 15 en 64 jaar;1392;109;RZ Heilig Hart Tienen;Tienen;0.2011494
24066;3210;Lubbeek;2669;Tussen 15 en 64 jaar;1392;322;UZ Leuven;Leuven;0.5201149
24066;3210;Lubbeek;2669;65 jaar en ouder;1133;108;RZ Heilig Hart;Leuven;0.1279788
24066;3210;Lubbeek;2669;65 jaar en ouder;1133;109;RZ Heilig Hart Tienen;Tienen;0.1906443
24066;3210;Lubbeek;2669;65 jaar en ouder;1133;322;UZ Leuven;Leuven;0.6548985
24086;3050;Oud-Heverlee;1917;Jonger dan 15 jaar;103;108;RZ Heilig Hart;Leuven;0.2427184
24086;3050;Oud-Heverlee;1917;Jonger dan 15 jaar;103;322;UZ Leuven;Leuven;0.5533981
24086;3050;Oud-Heverlee;1917;Jonger dan 15 jaar;103;712;AZ Diest;Diest;0.0970874
24086;3050;Oud-Heverlee;1917;Tussen 15 en 64 jaar;1029;108;RZ Heilig Hart;Leuven;0.3741497
24086;3050;Oud-Heverlee;1917;Tussen 15 en 64 jaar;1029;322;UZ Leuven;Leuven;0.4742468
24086;3050;Oud-Heverlee;1917;65 jaar en ouder;785;108;RZ Heilig Hart;Leuven;0.188535
24086;3050;Oud-Heverlee;1917;65 jaar en ouder;785;322;UZ Leuven;Leuven;0.7350318
24094;3110;Rotselaar;2873;Jonger dan 15 jaar;178;108;RZ Heilig Hart;Leuven;0.1516854
24094;3110;Rotselaar;2873;Jonger dan 15 jaar;178;109;RZ Heilig Hart Tienen;Tienen;0.1741573
24094;3110;Rotselaar;2873;Jonger dan 15 jaar;178;322;UZ Leuven;Leuven;0.4606742
24094;3110;Rotselaar;2873;Jonger dan 15 jaar;178;689;Imelda Ziekenhuis;Bonheiden;0.1235955
24094;3110;Rotselaar;2873;Tussen 15 en 64 jaar;1658;108;RZ Heilig Hart;Leuven;0.1338963
24094;3110;Rotselaar;2873;Tussen 15 en 64 jaar;1658;109;RZ Heilig Hart Tienen;Tienen;0.1562123
24094;3110;Rotselaar;2873;Tussen 15 en 64 jaar;1658;322;UZ Leuven;Leuven;0.4420989
24094;3110;Rotselaar;2873;Tussen 15 en 64 jaar;1658;689;Imelda Ziekenhuis;Bonheiden;0.1839566
24094;3110;Rotselaar;2873;65 jaar en ouder;1037;109;RZ Heilig Hart Tienen;Tienen;0.1639344
24094;3110;Rotselaar;2873;65 jaar en ouder;1037;322;UZ Leuven;Leuven;0.6499518
24094;3110;Rotselaar;2873;65 jaar en ouder;1037;689;Imelda Ziekenhuis;Bonheiden;0.1359691
24104;3080;Tervuren;3097;Jonger dan 15 jaar;151;108;RZ Heilig Hart;Leuven;0.205298
24104;3080;Tervuren;3097;Jonger dan 15 jaar;151;111;Europaziekenhuizen;Ukkel;0.0662252
24104;3080;Tervuren;3097;Jonger dan 15 jaar;151;322;UZ Leuven;Leuven;0.2781457
24104;3080;Tervuren;3097;Jonger dan 15 jaar;151;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.1125828
24104;3080;Tervuren;3097;Jonger dan 15 jaar;151;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1125828
24104;3080;Tervuren;3097;Tussen 15 en 64 jaar;1617;108;RZ Heilig Hart;Leuven;0.1861472
24104;3080;Tervuren;3097;Tussen 15 en 64 jaar;1617;111;Europaziekenhuizen;Ukkel;0.0556586
24104;3080;Tervuren;3097;Tussen 15 en 64 jaar;1617;322;UZ Leuven;Leuven;0.3908472
24104;3080;Tervuren;3097;Tussen 15 en 64 jaar;1617;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0760668
24104;3080;Tervuren;3097;Tussen 15 en 64 jaar;1617;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0995671
24104;3080;Tervuren;3097;65 jaar en ouder;1329;79;Jules Bordet Instituut;Brussel;0.0902935
24104;3080;Tervuren;3097;65 jaar en ouder;1329;108;RZ Heilig Hart;Leuven;0.1632807
24104;3080;Tervuren;3097;65 jaar en ouder;1329;322;UZ Leuven;Leuven;0.4642588
24104;3080;Tervuren;3097;65 jaar en ouder;1329;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0632054
24104;3080;Tervuren;3097;65 jaar en ouder;1329;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0857788
24107;3300;Tienen;6466;Jonger dan 15 jaar;402;109;RZ Heilig Hart Tienen;Tienen;0.619403
24107;3300;Tienen;6466;Jonger dan 15 jaar;402;322;UZ Leuven;Leuven;0.2636816
24107;3300;Tienen;6466;Tussen 15 en 64 jaar;3612;109;RZ Heilig Hart Tienen;Tienen;0.6339978
24107;3300;Tienen;6466;Tussen 15 en 64 jaar;3612;322;UZ Leuven;Leuven;0.2430786
24107;3300;Tienen;6466;65 jaar en ouder;2452;109;RZ Heilig Hart Tienen;Tienen;0.5607667
24107;3300;Tienen;6466;65 jaar en ouder;2452;322;UZ Leuven;Leuven;0.362969
24109;3120;Tremelo;2678;Jonger dan 15 jaar;121;109;RZ Heilig Hart Tienen;Tienen;0.1239669
24109;3120;Tremelo;2678;Jonger dan 15 jaar;121;322;UZ Leuven;Leuven;0.3140496
24109;3120;Tremelo;2678;Jonger dan 15 jaar;121;689;Imelda Ziekenhuis;Bonheiden;0.4049587
24109;3120;Tremelo;2678;Tussen 15 en 64 jaar;1614;109;RZ Heilig Hart Tienen;Tienen;0.0966543
24109;3120;Tremelo;2678;Tussen 15 en 64 jaar;1614;322;UZ Leuven;Leuven;0.1635688
24109;3120;Tremelo;2678;Tussen 15 en 64 jaar;1614;689;Imelda Ziekenhuis;Bonheiden;0.5607187
24109;3120;Tremelo;2678;65 jaar en ouder;943;109;RZ Heilig Hart Tienen;Tienen;0.088017
24109;3120;Tremelo;2678;65 jaar en ouder;943;322;UZ Leuven;Leuven;0.1919406
24109;3120;Tremelo;2678;65 jaar en ouder;943;689;Imelda Ziekenhuis;Bonheiden;0.6627784
24130;3440;Zoutleeuw;1896;Jonger dan 15 jaar;83;109;RZ Heilig Hart Tienen;Tienen;0.1686747
24130;3440;Zoutleeuw;1896;Jonger dan 15 jaar;83;243;Jessa Ziekenhuis;Hasselt;0.0843373
24130;3440;Zoutleeuw;1896;Jonger dan 15 jaar;83;322;UZ Leuven;Leuven;0.0843373
24130;3440;Zoutleeuw;1896;Jonger dan 15 jaar;83;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.5903614
24130;3440;Zoutleeuw;1896;Tussen 15 en 64 jaar;1138;109;RZ Heilig Hart Tienen;Tienen;0.159051
24130;3440;Zoutleeuw;1896;Tussen 15 en 64 jaar;1138;243;Jessa Ziekenhuis;Hasselt;0.0808436
24130;3440;Zoutleeuw;1896;Tussen 15 en 64 jaar;1138;322;UZ Leuven;Leuven;0.1502636
24130;3440;Zoutleeuw;1896;Tussen 15 en 64 jaar;1138;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.5483304
24130;3440;Zoutleeuw;1896;65 jaar en ouder;675;109;RZ Heilig Hart Tienen;Tienen;0.1185185
24130;3440;Zoutleeuw;1896;65 jaar en ouder;675;243;Jessa Ziekenhuis;Hasselt;0.0859259
24130;3440;Zoutleeuw;1896;65 jaar en ouder;675;322;UZ Leuven;Leuven;0.2725926
24130;3440;Zoutleeuw;1896;65 jaar en ouder;675;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.4977778
24133;3350;Linter;1252;Jonger dan 15 jaar;109;109;RZ Heilig Hart Tienen;Tienen;0.4036697
24133;3350;Linter;1252;Jonger dan 15 jaar;109;322;UZ Leuven;Leuven;0.3211009
24133;3350;Linter;1252;Jonger dan 15 jaar;109;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.2201835
24133;3350;Linter;1252;Tussen 15 en 64 jaar;731;109;RZ Heilig Hart Tienen;Tienen;0.5321477
24133;3350;Linter;1252;Tussen 15 en 64 jaar;731;322;UZ Leuven;Leuven;0.129959
24133;3350;Linter;1252;Tussen 15 en 64 jaar;731;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.2298222
24133;3350;Linter;1252;65 jaar en ouder;412;109;RZ Heilig Hart Tienen;Tienen;0.4830097
24133;3350;Linter;1252;65 jaar en ouder;412;322;UZ Leuven;Leuven;0.2572816
24133;3350;Linter;1252;65 jaar en ouder;412;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.2160194
24134;3270;Scherpenheuvel-Zichem;4163;Jonger dan 15 jaar;194;109;RZ Heilig Hart Tienen;Tienen;0.3195876
24134;3270;Scherpenheuvel-Zichem;4163;Jonger dan 15 jaar;194;243;Jessa Ziekenhuis;Hasselt;0.0721649
24134;3270;Scherpenheuvel-Zichem;4163;Jonger dan 15 jaar;194;322;UZ Leuven;Leuven;0.257732
24134;3270;Scherpenheuvel-Zichem;4163;Jonger dan 15 jaar;194;712;AZ Diest;Diest;0.257732
24134;3270;Scherpenheuvel-Zichem;4163;Tussen 15 en 64 jaar;2394;109;RZ Heilig Hart Tienen;Tienen;0.1833751
24134;3270;Scherpenheuvel-Zichem;4163;Tussen 15 en 64 jaar;2394;243;Jessa Ziekenhuis;Hasselt;0.0839599
24134;3270;Scherpenheuvel-Zichem;4163;Tussen 15 en 64 jaar;2394;322;UZ Leuven;Leuven;0.304929
24134;3270;Scherpenheuvel-Zichem;4163;Tussen 15 en 64 jaar;2394;712;AZ Diest;Diest;0.2756892
24134;3270;Scherpenheuvel-Zichem;4163;65 jaar en ouder;1575;109;RZ Heilig Hart Tienen;Tienen;0.2095238
24134;3270;Scherpenheuvel-Zichem;4163;65 jaar en ouder;1575;243;Jessa Ziekenhuis;Hasselt;0.087619
24134;3270;Scherpenheuvel-Zichem;4163;65 jaar en ouder;1575;322;UZ Leuven;Leuven;0.3384127
24134;3270;Scherpenheuvel-Zichem;4163;65 jaar en ouder;1575;712;AZ Diest;Diest;0.2666667
24135;3390;Tielt-Winge;2054;Jonger dan 15 jaar;118;108;RZ Heilig Hart;Leuven;0.1694915
24135;3390;Tielt-Winge;2054;Jonger dan 15 jaar;118;109;RZ Heilig Hart Tienen;Tienen;0.3813559
24135;3390;Tielt-Winge;2054;Jonger dan 15 jaar;118;322;UZ Leuven;Leuven;0.2542373
24135;3390;Tielt-Winge;2054;Jonger dan 15 jaar;118;712;AZ Diest;Diest;0.0932203
24135;3390;Tielt-Winge;2054;Tussen 15 en 64 jaar;1235;108;RZ Heilig Hart;Leuven;0.1012146
24135;3390;Tielt-Winge;2054;Tussen 15 en 64 jaar;1235;109;RZ Heilig Hart Tienen;Tienen;0.3360324
24135;3390;Tielt-Winge;2054;Tussen 15 en 64 jaar;1235;322;UZ Leuven;Leuven;0.4064777
24135;3390;Tielt-Winge;2054;Tussen 15 en 64 jaar;1235;712;AZ Diest;Diest;0.0631579
24135;3390;Tielt-Winge;2054;65 jaar en ouder;701;109;RZ Heilig Hart Tienen;Tienen;0.3865906
24135;3390;Tielt-Winge;2054;65 jaar en ouder;701;322;UZ Leuven;Leuven;0.4550642
24135;3390;Tielt-Winge;2054;65 jaar en ouder;701;712;AZ Diest;Diest;0.0699001
24137;3380;Glabbeek;1038;Jonger dan 15 jaar;51;108;RZ Heilig Hart;Leuven;0.0588235
24137;3380;Glabbeek;1038;Jonger dan 15 jaar;51;109;RZ Heilig Hart Tienen;Tienen;0.627451
24137;3380;Glabbeek;1038;Jonger dan 15 jaar;51;322;UZ Leuven;Leuven;0.1960784
24137;3380;Glabbeek;1038;Jonger dan 15 jaar;51;712;AZ Diest;Diest;0.0588235
24137;3380;Glabbeek;1038;Tussen 15 en 64 jaar;613;109;RZ Heilig Hart Tienen;Tienen;0.5269168
24137;3380;Glabbeek;1038;Tussen 15 en 64 jaar;613;322;UZ Leuven;Leuven;0.3327896
24137;3380;Glabbeek;1038;65 jaar en ouder;374;109;RZ Heilig Hart Tienen;Tienen;0.5775401
24137;3380;Glabbeek;1038;65 jaar en ouder;374;322;UZ Leuven;Leuven;0.3743316
25005;1320;Bevekom;1022;Jonger dan 15 jaar;57;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3157895
25005;1320;Bevekom;1022;Jonger dan 15 jaar;57;108;RZ Heilig Hart;Leuven;0.122807
25005;1320;Bevekom;1022;Jonger dan 15 jaar;57;322;UZ Leuven;Leuven;0.1754386
25005;1320;Bevekom;1022;Jonger dan 15 jaar;57;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.122807
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3985375
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;108;RZ Heilig Hart;Leuven;0.0603291
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;109;RZ Heilig Hart Tienen;Tienen;0.071298
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0548446
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;322;UZ Leuven;Leuven;0.0877514
25005;1320;Bevekom;1022;Tussen 15 en 64 jaar;547;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.11883
25005;1320;Bevekom;1022;65 jaar en ouder;418;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5454545
25005;1320;Bevekom;1022;65 jaar en ouder;418;322;UZ Leuven;Leuven;0.1244019
25005;1320;Bevekom;1022;65 jaar en ouder;418;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1578947
25014;1420;Eigenbrakel;5610;Jonger dan 15 jaar;345;111;Europaziekenhuizen;Ukkel;0.0927536
25014;1420;Eigenbrakel;5610;Jonger dan 15 jaar;345;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.0608696
25014;1420;Eigenbrakel;5610;Jonger dan 15 jaar;345;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.626087
25014;1420;Eigenbrakel;5610;Tussen 15 en 64 jaar;2864;111;Europaziekenhuizen;Ukkel;0.0579609
25014;1420;Eigenbrakel;5610;Tussen 15 en 64 jaar;2864;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.1009078
25014;1420;Eigenbrakel;5610;Tussen 15 en 64 jaar;2864;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.075419
25014;1420;Eigenbrakel;5610;Tussen 15 en 64 jaar;2864;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0502793
25014;1420;Eigenbrakel;5610;Tussen 15 en 64 jaar;2864;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.4511173
25014;1420;Eigenbrakel;5610;65 jaar en ouder;2401;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0674719
25014;1420;Eigenbrakel;5610;65 jaar en ouder;2401;346;Centres Hospitaliers Jolimont;La Louvière;0.0720533
25014;1420;Eigenbrakel;5610;65 jaar en ouder;2401;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0970429
25014;1420;Eigenbrakel;5610;65 jaar en ouder;2401;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.5626822
25015;1440;Kasteelbrakel;1494;Jonger dan 15 jaar;90;111;Europaziekenhuizen;Ukkel;0.1
25015;1440;Kasteelbrakel;1494;Jonger dan 15 jaar;90;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.0555556
25015;1440;Kasteelbrakel;1494;Jonger dan 15 jaar;90;346;Centres Hospitaliers Jolimont;La Louvière;0.1666667
25015;1440;Kasteelbrakel;1494;Jonger dan 15 jaar;90;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0555556
25015;1440;Kasteelbrakel;1494;Jonger dan 15 jaar;90;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.3666667
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;111;Europaziekenhuizen;Ukkel;0.052755
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.073857
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;346;Centres Hospitaliers Jolimont;La Louvière;0.1910903
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0609613
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0609613
25015;1440;Kasteelbrakel;1494;Tussen 15 en 64 jaar;853;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.3165299
25015;1440;Kasteelbrakel;1494;65 jaar en ouder;551;7;CHR de la Haute Senne;Zinnik;0.0653358
25015;1440;Kasteelbrakel;1494;65 jaar en ouder;551;346;Centres Hospitaliers Jolimont;La Louvière;0.3375681
25015;1440;Kasteelbrakel;1494;65 jaar en ouder;551;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0544465
25015;1440;Kasteelbrakel;1494;65 jaar en ouder;551;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2958258
25018;1325;Chaumont-Gistoux;1664;Jonger dan 15 jaar;62;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5806452
25018;1325;Chaumont-Gistoux;1664;Jonger dan 15 jaar;62;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.0645161
25018;1325;Chaumont-Gistoux;1664;Jonger dan 15 jaar;62;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1774194
25018;1325;Chaumont-Gistoux;1664;Tussen 15 en 64 jaar;932;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5343348
25018;1325;Chaumont-Gistoux;1664;Tussen 15 en 64 jaar;932;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0761803
25018;1325;Chaumont-Gistoux;1664;Tussen 15 en 64 jaar;932;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0890558
25018;1325;Chaumont-Gistoux;1664;Tussen 15 en 64 jaar;932;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0922747
25018;1325;Chaumont-Gistoux;1664;65 jaar en ouder;670;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.6283582
25018;1325;Chaumont-Gistoux;1664;65 jaar en ouder;670;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0522388
25018;1325;Chaumont-Gistoux;1664;65 jaar en ouder;670;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1134328
25023;1490;Court-Saint-Etienne;1601;Jonger dan 15 jaar;83;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.686747
25023;1490;Court-Saint-Etienne;1601;Jonger dan 15 jaar;83;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0963855
25023;1490;Court-Saint-Etienne;1601;Tussen 15 en 64 jaar;889;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.696288
25023;1490;Court-Saint-Etienne;1601;Tussen 15 en 64 jaar;889;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0618673
25023;1490;Court-Saint-Etienne;1601;65 jaar en ouder;629;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.7297297
25023;1490;Court-Saint-Etienne;1601;65 jaar en ouder;629;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0540541
25023;1490;Court-Saint-Etienne;1601;65 jaar en ouder;629;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.09062
25031;1470;Genepiën;2105;Jonger dan 15 jaar;143;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3496503
25031;1470;Genepiën;2105;Jonger dan 15 jaar;143;111;Europaziekenhuizen;Ukkel;0.0699301
25031;1470;Genepiën;2105;Jonger dan 15 jaar;143;346;Centres Hospitaliers Jolimont;La Louvière;0.0909091
25031;1470;Genepiën;2105;Jonger dan 15 jaar;143;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1258741
25031;1470;Genepiën;2105;Jonger dan 15 jaar;143;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1748252
25031;1470;Genepiën;2105;Tussen 15 en 64 jaar;1109;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.393147
25031;1470;Genepiën;2105;Tussen 15 en 64 jaar;1109;346;Centres Hospitaliers Jolimont;La Louvière;0.1262399
25031;1470;Genepiën;2105;Tussen 15 en 64 jaar;1109;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0676285
25031;1470;Genepiën;2105;Tussen 15 en 64 jaar;1109;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1325518
25031;1470;Genepiën;2105;65 jaar en ouder;853;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5134818
25031;1470;Genepiën;2105;65 jaar en ouder;853;346;Centres Hospitaliers Jolimont;La Louvière;0.1723329
25031;1470;Genepiën;2105;65 jaar en ouder;853;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0621336
25031;1470;Genepiën;2105;65 jaar en ouder;853;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0586166
25037;1390;Graven;1800;Jonger dan 15 jaar;94;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5638298
25037;1390;Graven;1800;Jonger dan 15 jaar;94;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.2234043
25037;1390;Graven;1800;Tussen 15 en 64 jaar;1037;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.5014465
25037;1390;Graven;1800;Tussen 15 en 64 jaar;1037;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0568949
25037;1390;Graven;1800;Tussen 15 en 64 jaar;1037;322;UZ Leuven;Leuven;0.075217
25037;1390;Graven;1800;Tussen 15 en 64 jaar;1037;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0655738
25037;1390;Graven;1800;Tussen 15 en 64 jaar;1037;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0945034
25037;1390;Graven;1800;65 jaar en ouder;669;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.6098655
25037;1390;Graven;1800;65 jaar en ouder;669;322;UZ Leuven;Leuven;0.0762332
25037;1390;Graven;1800;65 jaar en ouder;669;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1345291
25043;1315;Incourt;747;Jonger dan 15 jaar;66;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3030303
25043;1315;Incourt;747;Jonger dan 15 jaar;66;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0757576
25043;1315;Incourt;747;Jonger dan 15 jaar;66;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.3636364
25043;1315;Incourt;747;Tussen 15 en 64 jaar;403;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3424318
25043;1315;Incourt;747;Tussen 15 en 64 jaar;403;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.0595533
25043;1315;Incourt;747;Tussen 15 en 64 jaar;403;332;Centre Hospitalier Interrégional Édith Cavell;Ukkel;0.0719603
25043;1315;Incourt;747;Tussen 15 en 64 jaar;403;403;Cliniques Universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1042184
25043;1315;Incourt;747;Tussen 15 en 64 jaar;403;706;Clinique Saint-Luc;Namen;0.191067
25043;1315;Incourt;747;65 jaar en ouder;278;6;CHR Sambre et Meuse;Namen;0.0899281
25043;1315;Incourt;747;65 jaar en ouder;278;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.3201439
25043;1315;Incourt;747;65 jaar en ouder;278;166;Clinique et Maternité Sainte-Élisabeth;Namen;0.1043165
25043;1315;Incourt;747;65 jaar en ouder;278;706;Clinique Saint-Luc;Namen;0.3021583
25044;1460;Itter;856;Jonger dan 15 jaar;51;7;CHR de la Haute Senne;Zinnik;0.0588235
25044;1460;Itter;856;Jonger dan 15 jaar;51;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.0588235
25044;1460;Itter;856;Jonger dan 15 jaar;51;111;Europaziekenhuizen;Ukkel;0.1372549
25044;1460;Itter;856;Jonger dan 15 jaar;51;146;Centres hospitaliers Jolimont;La Louvière;0.0588235
