code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;catégorie;nombre_de_séjours_par_hôpital_comunne_patient;numéro_agrément_hôpital;dénomination;commune_hôpital;part_de_marché
21007;1190;Forest;7641;Moins de 15 ans;884;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1617647
21007;1190;Forest;7641;Moins de 15 ans;884;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.061086
21007;1190;Forest;7641;De 15 à 64 ans;4132;76;CHU Saint-Pierre;Bruxelles;0.2255566
21007;1190;Forest;7641;De 15 à 64 ans;4132;87;Hôpitaux Iris Sud;Etterbeek;0.2195063
21007;1190;Forest;7641;De 15 à 64 ans;4132;111;Cliniques de l'Europe;Uccle;0.107454
21007;1190;Forest;7641;De 15 à 64 ans;4132;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1110842
21007;1190;Forest;7641;De 15 à 64 ans;4132;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1236689
21007;1190;Forest;7641;65 ans et plus;2625;76;CHU Saint-Pierre;Bruxelles;0.1234286
21007;1190;Forest;7641;65 ans et plus;2625;87;Hôpitaux Iris Sud;Etterbeek;0.3173333
21007;1190;Forest;7641;65 ans et plus;2625;111;Cliniques de l'Europe;Uccle;0.1817143
21007;1190;Forest;7641;65 ans et plus;2625;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.080381
21007;1190;Forest;7641;65 ans et plus;2625;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1059048
21008;1083;Ganshoren;3753;Moins de 15 ans;301;143;UZ Brussel;Jette;0.2923588
21008;1083;Ganshoren;3753;Moins de 15 ans;301;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.4385382
21008;1083;Ganshoren;3753;Moins de 15 ans;301;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0631229
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;76;CHU Saint-Pierre;Bruxelles;0.0740325
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;77;CHU Brugmann;Bruxelles;0.1755468
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;110;Clinique Saint-Jean;Bruxelles;0.0689849
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;143;UZ Brussel;Jette;0.3101514
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0600112
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.09871
21008;1083;Ganshoren;3753;De 15 à 64 ans;1783;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0515984
21008;1083;Ganshoren;3753;65 ans et plus;1669;77;CHU Brugmann;Bruxelles;0.1270222
21008;1083;Ganshoren;3753;65 ans et plus;1669;110;Clinique Saint-Jean;Bruxelles;0.0748951
21008;1083;Ganshoren;3753;65 ans et plus;1669;143;UZ Brussel;Jette;0.4439784
21008;1083;Ganshoren;3753;65 ans et plus;1669;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0820851
21009;1050;Ixelles;10138;Moins de 15 ans;1023;76;CHU Saint-Pierre;Bruxelles;0.0713587
21009;1050;Ixelles;10138;Moins de 15 ans;1023;87;Hôpitaux Iris Sud;Etterbeek;0.3968719
21009;1050;Ixelles;10138;Moins de 15 ans;1023;111;Cliniques de l'Europe;Uccle;0.0645161
21009;1050;Ixelles;10138;Moins de 15 ans;1023;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.0645161
21009;1050;Ixelles;10138;Moins de 15 ans;1023;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.202346
21009;1050;Ixelles;10138;Moins de 15 ans;1023;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1055718
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;76;CHU Saint-Pierre;Bruxelles;0.0948001
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;87;Hôpitaux Iris Sud;Etterbeek;0.3107534
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;111;Cliniques de l'Europe;Uccle;0.1087726
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1680226
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0799434
21009;1050;Ixelles;10138;De 15 à 64 ans;5654;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0684471
21009;1050;Ixelles;10138;65 ans et plus;3461;76;CHU Saint-Pierre;Bruxelles;0.0673216
21009;1050;Ixelles;10138;65 ans et plus;3461;87;Hôpitaux Iris Sud;Etterbeek;0.3030916
21009;1050;Ixelles;10138;65 ans et plus;3461;111;Cliniques de l'Europe;Uccle;0.1612251
21009;1050;Ixelles;10138;65 ans et plus;3461;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1672927
21009;1050;Ixelles;10138;65 ans et plus;3461;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0751228
21009;1050;Ixelles;10138;65 ans et plus;3461;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0681884
21010;1090;Jette;7663;Moins de 15 ans;758;143;UZ Brussel;Jette;0.3469657
21010;1090;Jette;7663;Moins de 15 ans;758;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.444591
21010;1090;Jette;7663;De 15 à 64 ans;3937;76;CHU Saint-Pierre;Bruxelles;0.0556261
21010;1090;Jette;7663;De 15 à 64 ans;3937;77;CHU Brugmann;Bruxelles;0.2816866
21010;1090;Jette;7663;De 15 à 64 ans;3937;110;Clinique Saint-Jean;Bruxelles;0.0581661
21010;1090;Jette;7663;De 15 à 64 ans;3937;143;UZ Brussel;Jette;0.2887986
21010;1090;Jette;7663;De 15 à 64 ans;3937;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0558801
21010;1090;Jette;7663;De 15 à 64 ans;3937;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0629921
21010;1090;Jette;7663;65 ans et plus;2968;77;CHU Brugmann;Bruxelles;0.3012129
21010;1090;Jette;7663;65 ans et plus;2968;110;Clinique Saint-Jean;Bruxelles;0.0889488
21010;1090;Jette;7663;65 ans et plus;2968;143;UZ Brussel;Jette;0.3827493
21010;1090;Jette;7663;65 ans et plus;2968;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0528976
21011;1081;Koekelberg;2967;Moins de 15 ans;309;76;CHU Saint-Pierre;Bruxelles;0.1488673
21011;1081;Koekelberg;2967;Moins de 15 ans;309;143;UZ Brussel;Jette;0.210356
21011;1081;Koekelberg;2967;Moins de 15 ans;309;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.3300971
21011;1081;Koekelberg;2967;Moins de 15 ans;309;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0679612
21011;1081;Koekelberg;2967;Moins de 15 ans;309;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0679612
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;76;CHU Saint-Pierre;Bruxelles;0.1172161
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;77;CHU Brugmann;Bruxelles;0.1837607
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;87;Hôpitaux Iris Sud;Etterbeek;0.0512821
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;110;Clinique Saint-Jean;Bruxelles;0.1007326
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;143;UZ Brussel;Jette;0.1599512
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1056166
21011;1081;Koekelberg;2967;De 15 à 64 ans;1638;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0958486
21011;1081;Koekelberg;2967;65 ans et plus;1020;76;CHU Saint-Pierre;Bruxelles;0.0519608
21011;1081;Koekelberg;2967;65 ans et plus;1020;77;CHU Brugmann;Bruxelles;0.1647059
21011;1081;Koekelberg;2967;65 ans et plus;1020;110;Clinique Saint-Jean;Bruxelles;0.1509804
21011;1081;Koekelberg;2967;65 ans et plus;1020;143;UZ Brussel;Jette;0.2186275
21011;1081;Koekelberg;2967;65 ans et plus;1020;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1
21011;1081;Koekelberg;2967;65 ans et plus;1020;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1215686
21012;1080;Molenbeek-Saint-Jean;13884;Moins de 15 ans;1730;76;CHU Saint-Pierre;Bruxelles;0.1543353
21012;1080;Molenbeek-Saint-Jean;13884;Moins de 15 ans;1730;143;UZ Brussel;Jette;0.166474
21012;1080;Molenbeek-Saint-Jean;13884;Moins de 15 ans;1730;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.3242775
21012;1080;Molenbeek-Saint-Jean;13884;Moins de 15 ans;1730;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0635838
21012;1080;Molenbeek-Saint-Jean;13884;Moins de 15 ans;1730;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1289017
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;76;CHU Saint-Pierre;Bruxelles;0.1330667
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;77;CHU Brugmann;Bruxelles;0.1661333
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;87;Hôpitaux Iris Sud;Etterbeek;0.0593333
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;110;Clinique Saint-Jean;Bruxelles;0.0878667
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;143;UZ Brussel;Jette;0.1197333
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1384
21012;1080;Molenbeek-Saint-Jean;13884;De 15 à 64 ans;7500;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.1348
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;76;CHU Saint-Pierre;Bruxelles;0.0507091
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;77;CHU Brugmann;Bruxelles;0.0973356
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;87;Hôpitaux Iris Sud;Etterbeek;0.0752041
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;110;Clinique Saint-Jean;Bruxelles;0.1037817
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;143;UZ Brussel;Jette;0.132789
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1484744
21012;1080;Molenbeek-Saint-Jean;13884;65 ans et plus;4654;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.2288354
21013;1060;Saint-Gilles;6553;Moins de 15 ans;844;76;CHU Saint-Pierre;Bruxelles;0.4312796
21013;1060;Saint-Gilles;6553;Moins de 15 ans;844;87;Hôpitaux Iris Sud;Etterbeek;0.063981
21013;1060;Saint-Gilles;6553;Moins de 15 ans;844;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.1030806
21013;1060;Saint-Gilles;6553;Moins de 15 ans;844;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1113744
21013;1060;Saint-Gilles;6553;Moins de 15 ans;844;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1421801
21013;1060;Saint-Gilles;6553;De 15 à 64 ans;3982;76;CHU Saint-Pierre;Bruxelles;0.3877449
21013;1060;Saint-Gilles;6553;De 15 à 64 ans;3982;87;Hôpitaux Iris Sud;Etterbeek;0.1634857
21013;1060;Saint-Gilles;6553;De 15 à 64 ans;3982;111;Cliniques de l'Europe;Uccle;0.0547464
21013;1060;Saint-Gilles;6553;De 15 à 64 ans;3982;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0821195
21013;1060;Saint-Gilles;6553;De 15 à 64 ans;3982;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0976896
21013;1060;Saint-Gilles;6553;65 ans et plus;1727;76;CHU Saint-Pierre;Bruxelles;0.3514765
21013;1060;Saint-Gilles;6553;65 ans et plus;1727;87;Hôpitaux Iris Sud;Etterbeek;0.2408801
21013;1060;Saint-Gilles;6553;65 ans et plus;1727;111;Cliniques de l'Europe;Uccle;0.0532716
21013;1060;Saint-Gilles;6553;65 ans et plus;1727;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0804864
21013;1060;Saint-Gilles;6553;65 ans et plus;1727;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0932252
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;76;CHU Saint-Pierre;Bruxelles;0.163728
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;87;Hôpitaux Iris Sud;Etterbeek;0.070529
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;110;Clinique Saint-Jean;Bruxelles;0.2267003
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;143;UZ Brussel;Jette;0.0528967
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.2241814
21014;1210;Saint-Josse-ten-Noode;3368;Moins de 15 ans;397;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1460957
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;76;CHU Saint-Pierre;Bruxelles;0.1422081
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;77;CHU Brugmann;Bruxelles;0.1331213
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;87;Hôpitaux Iris Sud;Etterbeek;0.057701
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;110;Clinique Saint-Jean;Bruxelles;0.3307587
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;111;Cliniques de l'Europe;Uccle;0.0617901
21014;1210;Saint-Josse-ten-Noode;3368;De 15 à 64 ans;2201;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.0972285
21014;1210;Saint-Josse-ten-Noode;3368;65 ans et plus;770;76;CHU Saint-Pierre;Bruxelles;0.0896104
21014;1210;Saint-Josse-ten-Noode;3368;65 ans et plus;770;77;CHU Brugmann;Bruxelles;0.0636364
21014;1210;Saint-Josse-ten-Noode;3368;65 ans et plus;770;110;Clinique Saint-Jean;Bruxelles;0.4441558
21014;1210;Saint-Josse-ten-Noode;3368;65 ans et plus;770;111;Cliniques de l'Europe;Uccle;0.0519481
21014;1210;Saint-Josse-ten-Noode;3368;65 ans et plus;770;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.112987
21015;1030;Schaerbeek;16978;Moins de 15 ans;1996;76;CHU Saint-Pierre;Bruxelles;0.1012024
21015;1030;Schaerbeek;16978;Moins de 15 ans;1996;110;Clinique Saint-Jean;Bruxelles;0.1287575
21015;1030;Schaerbeek;16978;Moins de 15 ans;1996;143;UZ Brussel;Jette;0.0596192
21015;1030;Schaerbeek;16978;Moins de 15 ans;1996;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.3441884
21015;1030;Schaerbeek;16978;Moins de 15 ans;1996;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1968938
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;76;CHU Saint-Pierre;Bruxelles;0.0891516
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;77;CHU Brugmann;Bruxelles;0.2499249
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;87;Hôpitaux Iris Sud;Etterbeek;0.051788
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;110;Clinique Saint-Jean;Bruxelles;0.1861164
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;111;Cliniques de l'Europe;Uccle;0.0954623
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0620054
21015;1030;Schaerbeek;16978;De 15 à 64 ans;9983;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1156967
21015;1030;Schaerbeek;16978;65 ans et plus;4999;77;CHU Brugmann;Bruxelles;0.2662533
21015;1030;Schaerbeek;16978;65 ans et plus;4999;110;Clinique Saint-Jean;Bruxelles;0.215043
21015;1030;Schaerbeek;16978;65 ans et plus;4999;111;Cliniques de l'Europe;Uccle;0.130026
21015;1030;Schaerbeek;16978;65 ans et plus;4999;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0536107
21015;1030;Schaerbeek;16978;65 ans et plus;4999;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1274255
21016;1180;Uccle;10855;Moins de 15 ans;981;76;CHU Saint-Pierre;Bruxelles;0.0784913
21016;1180;Uccle;10855;Moins de 15 ans;981;111;Cliniques de l'Europe;Uccle;0.2680938
21016;1180;Uccle;10855;Moins de 15 ans;981;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.0897044
21016;1180;Uccle;10855;Moins de 15 ans;981;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.3649337
21016;1180;Uccle;10855;Moins de 15 ans;981;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.069317
21016;1180;Uccle;10855;De 15 à 64 ans;4769;76;CHU Saint-Pierre;Bruxelles;0.0750681
21016;1180;Uccle;10855;De 15 à 64 ans;4769;87;Hôpitaux Iris Sud;Etterbeek;0.1088278
21016;1180;Uccle;10855;De 15 à 64 ans;4769;111;Cliniques de l'Europe;Uccle;0.2803523
21016;1180;Uccle;10855;De 15 à 64 ans;4769;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.2287691
21016;1180;Uccle;10855;De 15 à 64 ans;4769;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.053051
21016;1180;Uccle;10855;De 15 à 64 ans;4769;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0989725
21016;1180;Uccle;10855;65 ans et plus;5105;87;Hôpitaux Iris Sud;Etterbeek;0.1010774
21016;1180;Uccle;10855;65 ans et plus;5105;111;Cliniques de l'Europe;Uccle;0.4231146
21016;1180;Uccle;10855;65 ans et plus;5105;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1649363
21016;1180;Uccle;10855;65 ans et plus;5105;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0901077
21017;1170;Watermael-Boitsfort;3256;Moins de 15 ans;219;87;Hôpitaux Iris Sud;Etterbeek;0.2648402
21017;1170;Watermael-Boitsfort;3256;Moins de 15 ans;219;111;Cliniques de l'Europe;Uccle;0.1552511
21017;1170;Watermael-Boitsfort;3256;Moins de 15 ans;219;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.0684932
21017;1170;Watermael-Boitsfort;3256;Moins de 15 ans;219;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1506849
21017;1170;Watermael-Boitsfort;3256;Moins de 15 ans;219;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.2146119
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;76;CHU Saint-Pierre;Bruxelles;0.0625
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;87;Hôpitaux Iris Sud;Etterbeek;0.1664402
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;111;Cliniques de l'Europe;Uccle;0.2282609
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1610054
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1691576
21017;1170;Watermael-Boitsfort;3256;De 15 à 64 ans;1472;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0720109
21017;1170;Watermael-Boitsfort;3256;65 ans et plus;1565;87;Hôpitaux Iris Sud;Etterbeek;0.1507987
21017;1170;Watermael-Boitsfort;3256;65 ans et plus;1565;111;Cliniques de l'Europe;Uccle;0.3309904
21017;1170;Watermael-Boitsfort;3256;65 ans et plus;1565;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0907348
21017;1170;Watermael-Boitsfort;3256;65 ans et plus;1565;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.1488818
21017;1170;Watermael-Boitsfort;3256;65 ans et plus;1565;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0722045
21018;1200;Woluwe-Saint-Lambert;7152;Moins de 15 ans;519;87;Hôpitaux Iris Sud;Etterbeek;0.0539499
21018;1200;Woluwe-Saint-Lambert;7152;Moins de 15 ans;519;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0539499
21018;1200;Woluwe-Saint-Lambert;7152;Moins de 15 ans;519;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.6840077
21018;1200;Woluwe-Saint-Lambert;7152;De 15 à 64 ans;3306;87;Hôpitaux Iris Sud;Etterbeek;0.0601936
21018;1200;Woluwe-Saint-Lambert;7152;De 15 à 64 ans;3306;111;Cliniques de l'Europe;Uccle;0.1772535
21018;1200;Woluwe-Saint-Lambert;7152;De 15 à 64 ans;3306;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.1352087
21018;1200;Woluwe-Saint-Lambert;7152;De 15 à 64 ans;3306;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.3953418
21018;1200;Woluwe-Saint-Lambert;7152;65 ans et plus;3327;111;Cliniques de l'Europe;Uccle;0.2233243
21018;1200;Woluwe-Saint-Lambert;7152;65 ans et plus;3327;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0682296
21018;1200;Woluwe-Saint-Lambert;7152;65 ans et plus;3327;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.4337241
21018;1200;Woluwe-Saint-Lambert;7152;65 ans et plus;3327;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0700331
21019;1150;Woluwe-Saint-Pierre;5187;Moins de 15 ans;364;87;Hôpitaux Iris Sud;Etterbeek;0.0961538
21019;1150;Woluwe-Saint-Pierre;5187;Moins de 15 ans;364;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.1236264
21019;1150;Woluwe-Saint-Pierre;5187;Moins de 15 ans;364;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.5247253
21019;1150;Woluwe-Saint-Pierre;5187;De 15 à 64 ans;2236;87;Hôpitaux Iris Sud;Etterbeek;0.0720036
21019;1150;Woluwe-Saint-Pierre;5187;De 15 à 64 ans;2236;111;Cliniques de l'Europe;Uccle;0.1413238
21019;1150;Woluwe-Saint-Pierre;5187;De 15 à 64 ans;2236;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.141771
21019;1150;Woluwe-Saint-Pierre;5187;De 15 à 64 ans;2236;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.3765653
21019;1150;Woluwe-Saint-Pierre;5187;65 ans et plus;2587;110;Clinique Saint-Jean;Bruxelles;0.0572091
21019;1150;Woluwe-Saint-Pierre;5187;65 ans et plus;2587;111;Cliniques de l'Europe;Uccle;0.1480479
21019;1150;Woluwe-Saint-Pierre;5187;65 ans et plus;2587;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0935446
21019;1150;Woluwe-Saint-Pierre;5187;65 ans et plus;2587;403;Cliniques Universitaires Saint-Luc;Woluwe-Saint-Lambert;0.4642443
21019;1150;Woluwe-Saint-Pierre;5187;65 ans et plus;2587;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0545033
23002;1730;Asse;4831;Moins de 15 ans;483;126;Onze-Lieve-Vrouwziekenhuis;Alost;0.494824
23002;1730;Asse;4831;Moins de 15 ans;483;143;UZ Brussel;Jette;0.242236
23002;1730;Asse;4831;Moins de 15 ans;483;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.0869565
23002;1730;Asse;4831;De 15 à 64 ans;2340;77;CHU Brugmann;Bruxelles;0.0521368
23002;1730;Asse;4831;De 15 à 64 ans;2340;126;Onze-Lieve-Vrouwziekenhuis;Alost;0.4217949
23002;1730;Asse;4831;De 15 à 64 ans;2340;143;UZ Brussel;Jette;0.2179487
23002;1730;Asse;4831;65 ans et plus;2008;126;Onze-Lieve-Vrouwziekenhuis;Alost;0.6464143
23002;1730;Asse;4831;65 ans et plus;2008;143;UZ Brussel;Jette;0.1817729
23003;1650;Beersel;3329;Moins de 15 ans;276;106;AZ Sint-Maria;Hal;0.3731884
23003;1650;Beersel;3329;Moins de 15 ans;276;111;Cliniques de l'Europe;Uccle;0.0833333
23003;1650;Beersel;3329;Moins de 15 ans;276;143;UZ Brussel;Jette;0.1449275
23003;1650;Beersel;3329;Moins de 15 ans;276;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;0.0507246
23003;1650;Beersel;3329;Moins de 15 ans;276;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0978261
23003;1650;Beersel;3329;Moins de 15 ans;276;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0688406
23003;1650;Beersel;3329;Moins de 15 ans;276;723;CH Interregional Edith Cavell - SARE;Anderlecht;0.0688406
23003;1650;Beersel;3329;De 15 à 64 ans;1594;106;AZ Sint-Maria;Hal;0.3111669
23003;1650;Beersel;3329;De 15 à 64 ans;1594;111;Cliniques de l'Europe;Uccle;0.1361355
23003;1650;Beersel;3329;De 15 à 64 ans;1594;143;UZ Brussel;Jette;0.0953576
23003;1650;Beersel;3329;De 15 à 64 ans;1594;332;Centre Hospitalier Interrégional Édith Cavell;Uccle;0.0683814
23003;1650;Beersel;3329;De 15 à 64 ans;1594;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.1122961
23003;1650;Beersel;3329;65 ans et plus;1459;106;AZ Sint-Maria;Hal;0.4886909
23003;1650;Beersel;3329;65 ans et plus;1459;111;Cliniques de l'Europe;Uccle;0.1501028
23003;1650;Beersel;3329;65 ans et plus;1459;143;UZ Brussel;Jette;0.0630569
23003;1650;Beersel;3329;65 ans et plus;1459;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;0.0527759
23009;1547;Biévène;343;Moins de 15 ans;35;106;AZ Sint-Maria;Hal;0.2571429
23009;1547;Biévène;343;Moins de 15 ans;35;143;UZ Brussel;Jette;0.1142857
23009;1547;Biévène;343;Moins de 15 ans;35;176;Algemeen Stedelijk Ziekenhuis;Alost;0.1714286
23009;1547;Biévène;343;Moins de 15 ans;35;217;AZ Sint-Elisabeth;Zottegem;0.1714286
23009;1547;Biévène;343;Moins de 15 ans;35;322;UZ Leuven;Louvain;0.1142857
23009;1547;Biévène;343;De 15 à 64 ans;190;106;AZ Sint-Maria;Hal;0.1052632
