nis_code_patiënt;postcode_patiënt;gemeente_patiënt;aantal_verblijven_per_gemeente;categorie;aantal_verblijven_per_ziekenhuis_gemeente_patient;erkenningsnummer_ziekenhuis;naam_ziekenhuis;gemeente_ziekenhuis;marktaandeel
23097;1760;Roosdaal;1526;Tussen 15 en 64 jaar;768;143;UZ Brussel;Jette;0.0950521
23097;1760;Roosdaal;1526;Tussen 15 en 64 jaar;768;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.1536458
23097;1760;Roosdaal;1526;Tussen 15 en 64 jaar;768;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0651042
23097;1760;Roosdaal;1526;65 jaar en ouder;584;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.6592466
23097;1760;Roosdaal;1526;65 jaar en ouder;584;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.1952055
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;76;UMC Sint-Pieter;Brussel;0.0561798
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;106;AZ Sint-Maria;Halle;0.0561798
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;111;Europaziekenhuizen;Ukkel;0.2022472
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;143;UZ Brussel;Jette;0.0898876
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.1797753
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1910112
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1123596
23098;1620;Drogenbos;836;Jonger dan 15 jaar;89;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0674157
23098;1620;Drogenbos;836;Tussen 15 en 64 jaar;406;76;UMC Sint-Pieter;Brussel;0.0517241
23098;1620;Drogenbos;836;Tussen 15 en 64 jaar;406;87;Iris Ziekenhuizen Zuid;Etterbeek;0.1280788
23098;1620;Drogenbos;836;Tussen 15 en 64 jaar;406;111;Europaziekenhuizen;Ukkel;0.2389163
23098;1620;Drogenbos;836;Tussen 15 en 64 jaar;406;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1527094
23098;1620;Drogenbos;836;Tussen 15 en 64 jaar;406;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.2093596
23098;1620;Drogenbos;836;65 jaar en ouder;341;87;Iris Ziekenhuizen Zuid;Etterbeek;0.085044
23098;1620;Drogenbos;836;65 jaar en ouder;341;106;AZ Sint-Maria;Halle;0.1143695
23098;1620;Drogenbos;836;65 jaar en ouder;341;111;Europaziekenhuizen;Ukkel;0.4076246
23098;1620;Drogenbos;836;65 jaar en ouder;341;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0615836
23098;1620;Drogenbos;836;65 jaar en ouder;341;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.170088
23099;1950;Kraainem;1584;Jonger dan 15 jaar;96;76;UMC Sint-Pieter;Brussel;0.0729167
23099;1950;Kraainem;1584;Jonger dan 15 jaar;96;111;Europaziekenhuizen;Ukkel;0.0520833
23099;1950;Kraainem;1584;Jonger dan 15 jaar;96;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0729167
23099;1950;Kraainem;1584;Jonger dan 15 jaar;96;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.5833333
23099;1950;Kraainem;1584;Tussen 15 en 64 jaar;726;110;Kliniek Sint-Jan;Brussel;0.0564738
23099;1950;Kraainem;1584;Tussen 15 en 64 jaar;726;111;Europaziekenhuizen;Ukkel;0.0991736
23099;1950;Kraainem;1584;Tussen 15 en 64 jaar;726;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1404959
23099;1950;Kraainem;1584;Tussen 15 en 64 jaar;726;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.4187328
23099;1950;Kraainem;1584;65 jaar en ouder;762;110;Kliniek Sint-Jan;Brussel;0.0551181
23099;1950;Kraainem;1584;65 jaar en ouder;762;111;Europaziekenhuizen;Ukkel;0.0761155
23099;1950;Kraainem;1584;65 jaar en ouder;762;322;UZ Leuven;Leuven;0.0721785
23099;1950;Kraainem;1584;65 jaar en ouder;762;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.5853018
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;76;UMC Sint-Pieter;Brussel;0.1
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;106;AZ Sint-Maria;Halle;0.075
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;111;Europaziekenhuizen;Ukkel;0.175
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;143;UZ Brussel;Jette;0.05
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.1
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;322;UZ Leuven;Leuven;0.05
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.2
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.075
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.075
23100;1630;Linkebeek;555;Jonger dan 15 jaar;40;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.075
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;76;UMC Sint-Pieter;Brussel;0.0703125
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;87;Iris Ziekenhuizen Zuid;Etterbeek;0.0546875
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;111;Europaziekenhuizen;Ukkel;0.3085938
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1523438
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.1054688
23100;1630;Linkebeek;555;Tussen 15 en 64 jaar;256;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.0585938
23100;1630;Linkebeek;555;65 jaar en ouder;259;87;Iris Ziekenhuizen Zuid;Etterbeek;0.0656371
23100;1630;Linkebeek;555;65 jaar en ouder;259;106;AZ Sint-Maria;Halle;0.0579151
23100;1630;Linkebeek;555;65 jaar en ouder;259;111;Europaziekenhuizen;Ukkel;0.4208494
23100;1630;Linkebeek;555;65 jaar en ouder;259;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0810811
23100;1630;Linkebeek;555;65 jaar en ouder;259;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.1389961
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;106;AZ Sint-Maria;Halle;0.0680628
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;111;Europaziekenhuizen;Ukkel;0.1465969
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.0628272
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1518325
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0680628
23101;1640;Sint-Genesius-Rode;2358;Jonger dan 15 jaar;191;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.2670157
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;106;AZ Sint-Maria;Halle;0.0986547
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;111;Europaziekenhuizen;Ukkel;0.1973094
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1686099
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.0556054
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0600897
23101;1640;Sint-Genesius-Rode;2358;Tussen 15 en 64 jaar;1115;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.1569507
23101;1640;Sint-Genesius-Rode;2358;65 jaar en ouder;1052;106;AZ Sint-Maria;Halle;0.2015209
23101;1640;Sint-Genesius-Rode;2358;65 jaar en ouder;1052;111;Europaziekenhuizen;Ukkel;0.2889734
23101;1640;Sint-Genesius-Rode;2358;65 jaar en ouder;1052;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0693916
23101;1640;Sint-Genesius-Rode;2358;65 jaar en ouder;1052;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0627376
23101;1640;Sint-Genesius-Rode;2358;65 jaar en ouder;1052;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;0.1530418
23102;1780;Wemmel;2250;Jonger dan 15 jaar;222;143;UZ Brussel;Jette;0.5765766
23102;1780;Wemmel;2250;Jonger dan 15 jaar;222;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.2162162
23102;1780;Wemmel;2250;Tussen 15 en 64 jaar;1037;77;UVC Brugmann;Brussel;0.1552555
23102;1780;Wemmel;2250;Tussen 15 en 64 jaar;1037;143;UZ Brussel;Jette;0.4098361
23102;1780;Wemmel;2250;Tussen 15 en 64 jaar;1037;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0646095
23102;1780;Wemmel;2250;Tussen 15 en 64 jaar;1037;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0742527
23102;1780;Wemmel;2250;65 jaar en ouder;991;77;UVC Brugmann;Brussel;0.0998991
23102;1780;Wemmel;2250;65 jaar en ouder;991;110;Kliniek Sint-Jan;Brussel;0.0565086
23102;1780;Wemmel;2250;65 jaar en ouder;991;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.0635721
23102;1780;Wemmel;2250;65 jaar en ouder;991;143;UZ Brussel;Jette;0.5630676
23103;1970;Wezembeek-Oppem;1619;Jonger dan 15 jaar;115;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.0521739
23103;1970;Wezembeek-Oppem;1619;Jonger dan 15 jaar;115;322;UZ Leuven;Leuven;0.0956522
23103;1970;Wezembeek-Oppem;1619;Jonger dan 15 jaar;115;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.0695652
23103;1970;Wezembeek-Oppem;1619;Jonger dan 15 jaar;115;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.6347826
23103;1970;Wezembeek-Oppem;1619;Tussen 15 en 64 jaar;765;111;Europaziekenhuizen;Ukkel;0.1006536
23103;1970;Wezembeek-Oppem;1619;Tussen 15 en 64 jaar;765;322;UZ Leuven;Leuven;0.069281
23103;1970;Wezembeek-Oppem;1619;Tussen 15 en 64 jaar;765;332;Centre Hospitalier Interrégional Édith Cavell;Oudergem;0.1202614
23103;1970;Wezembeek-Oppem;1619;Tussen 15 en 64 jaar;765;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.4431373
23103;1970;Wezembeek-Oppem;1619;65 jaar en ouder;739;322;UZ Leuven;Leuven;0.0960758
23103;1970;Wezembeek-Oppem;1619;65 jaar en ouder;739;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.4993234
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;106;AZ Sint-Maria;Halle;0.1981132
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.2169811
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;143;UZ Brussel;Jette;0.1509434
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;150;Universitair Kinderziekenhuis Koningin Fabiola;Brussel;0.1226415
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.0849057
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;322;UZ Leuven;Leuven;0.0660377
23104;1750;Lennik;1389;Jonger dan 15 jaar;106;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.0754717
23104;1750;Lennik;1389;Tussen 15 en 64 jaar;639;106;AZ Sint-Maria;Halle;0.1846635
23104;1750;Lennik;1389;Tussen 15 en 64 jaar;639;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.3505477
23104;1750;Lennik;1389;Tussen 15 en 64 jaar;639;143;UZ Brussel;Jette;0.1377152
23104;1750;Lennik;1389;Tussen 15 en 64 jaar;639;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.1111111
23104;1750;Lennik;1389;65 jaar en ouder;644;106;AZ Sint-Maria;Halle;0.1801242
23104;1750;Lennik;1389;65 jaar en ouder;644;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.5201863
23104;1750;Lennik;1389;65 jaar en ouder;644;143;UZ Brussel;Jette;0.0807453
23104;1750;Lennik;1389;65 jaar en ouder;644;406;Cliniques Universitaires de Bruxelles - Erasmus Ziekenhuis;Anderlecht;0.052795
23105;1790;Affligem;1906;Jonger dan 15 jaar;225;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.5333333
23105;1790;Affligem;1906;Jonger dan 15 jaar;225;143;UZ Brussel;Jette;0.1777778
23105;1790;Affligem;1906;Jonger dan 15 jaar;225;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.12
23105;1790;Affligem;1906;Tussen 15 en 64 jaar;914;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.5645514
23105;1790;Affligem;1906;Tussen 15 en 64 jaar;914;143;UZ Brussel;Jette;0.0897155
23105;1790;Affligem;1906;Tussen 15 en 64 jaar;914;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.1345733
23105;1790;Affligem;1906;65 jaar en ouder;767;126;Onze-Lieve-Vrouwziekenhuis;Aalst;0.6766623
23105;1790;Affligem;1906;65 jaar en ouder;767;176;Algemeen Stedelijk Ziekenhuis;Aalst;0.220339
24001;3200;Aarschot;4422;Jonger dan 15 jaar;268;108;RZ Heilig Hart;Leuven;0.1380597
24001;3200;Aarschot;4422;Jonger dan 15 jaar;268;109;RZ Heilig Hart Tienen;Tienen;0.108209
24001;3200;Aarschot;4422;Jonger dan 15 jaar;268;322;UZ Leuven;Leuven;0.4813433
24001;3200;Aarschot;4422;Jonger dan 15 jaar;268;712;AZ Diest;Diest;0.1641791
24001;3200;Aarschot;4422;Tussen 15 en 64 jaar;2067;108;RZ Heilig Hart;Leuven;0.0735365
24001;3200;Aarschot;4422;Tussen 15 en 64 jaar;2067;109;RZ Heilig Hart Tienen;Tienen;0.0856313
24001;3200;Aarschot;4422;Tussen 15 en 64 jaar;2067;322;UZ Leuven;Leuven;0.537494
24001;3200;Aarschot;4422;Tussen 15 en 64 jaar;2067;689;Imelda Ziekenhuis;Bonheiden;0.0716014
24001;3200;Aarschot;4422;Tussen 15 en 64 jaar;2067;712;AZ Diest;Diest;0.1190131
24001;3200;Aarschot;4422;65 jaar en ouder;2087;109;RZ Heilig Hart Tienen;Tienen;0.0809775
24001;3200;Aarschot;4422;65 jaar en ouder;2087;322;UZ Leuven;Leuven;0.6229037
24001;3200;Aarschot;4422;65 jaar en ouder;2087;689;Imelda Ziekenhuis;Bonheiden;0.0675611
24001;3200;Aarschot;4422;65 jaar en ouder;2087;712;AZ Diest;Diest;0.1365597
24007;3130;Begijnendijk;1466;Jonger dan 15 jaar;128;97;Heilig-Hartziekenhuis;Lier;0.0546875
24007;3130;Begijnendijk;1466;Jonger dan 15 jaar;128;108;RZ Heilig Hart;Leuven;0.0625
24007;3130;Begijnendijk;1466;Jonger dan 15 jaar;128;322;UZ Leuven;Leuven;0.421875
24007;3130;Begijnendijk;1466;Jonger dan 15 jaar;128;689;Imelda Ziekenhuis;Bonheiden;0.3203125
24007;3130;Begijnendijk;1466;Tussen 15 en 64 jaar;635;322;UZ Leuven;Leuven;0.3622047
24007;3130;Begijnendijk;1466;Tussen 15 en 64 jaar;635;689;Imelda Ziekenhuis;Bonheiden;0.3464567
24007;3130;Begijnendijk;1466;65 jaar en ouder;703;322;UZ Leuven;Leuven;0.3926031
24007;3130;Begijnendijk;1466;65 jaar en ouder;703;689;Imelda Ziekenhuis;Bonheiden;0.5064011
24008;3460;Bekkevoort;999;Jonger dan 15 jaar;92;108;RZ Heilig Hart;Leuven;0.0652174
24008;3460;Bekkevoort;999;Jonger dan 15 jaar;92;109;RZ Heilig Hart Tienen;Tienen;0.0869565
24008;3460;Bekkevoort;999;Jonger dan 15 jaar;92;322;UZ Leuven;Leuven;0.3152174
24008;3460;Bekkevoort;999;Jonger dan 15 jaar;92;712;AZ Diest;Diest;0.5108696
24008;3460;Bekkevoort;999;Tussen 15 en 64 jaar;413;109;RZ Heilig Hart Tienen;Tienen;0.0605327
24008;3460;Bekkevoort;999;Tussen 15 en 64 jaar;413;322;UZ Leuven;Leuven;0.3874092
24008;3460;Bekkevoort;999;Tussen 15 en 64 jaar;413;712;AZ Diest;Diest;0.3898305
24008;3460;Bekkevoort;999;65 jaar en ouder;494;109;RZ Heilig Hart Tienen;Tienen;0.0728745
24008;3460;Bekkevoort;999;65 jaar en ouder;494;243;Jessa Ziekenhuis;Hasselt;0.0566802
24008;3460;Bekkevoort;999;65 jaar en ouder;494;322;UZ Leuven;Leuven;0.3380567
24008;3460;Bekkevoort;999;65 jaar en ouder;494;712;AZ Diest;Diest;0.4939271
24009;3060;Bertem;1282;Jonger dan 15 jaar;112;108;RZ Heilig Hart;Leuven;0.2142857
24009;3060;Bertem;1282;Jonger dan 15 jaar;112;322;UZ Leuven;Leuven;0.6964286
24009;3060;Bertem;1282;Tussen 15 en 64 jaar;585;108;RZ Heilig Hart;Leuven;0.2119658
24009;3060;Bertem;1282;Tussen 15 en 64 jaar;585;322;UZ Leuven;Leuven;0.6290598
24009;3060;Bertem;1282;65 jaar en ouder;585;108;RZ Heilig Hart;Leuven;0.2786325
24009;3060;Bertem;1282;65 jaar en ouder;585;322;UZ Leuven;Leuven;0.6598291
24011;3360;Bierbeek;1397;Jonger dan 15 jaar;87;108;RZ Heilig Hart;Leuven;0.3448276
24011;3360;Bierbeek;1397;Jonger dan 15 jaar;87;109;RZ Heilig Hart Tienen;Tienen;0.0804598
24011;3360;Bierbeek;1397;Jonger dan 15 jaar;87;322;UZ Leuven;Leuven;0.5632184
24011;3360;Bierbeek;1397;Tussen 15 en 64 jaar;668;108;RZ Heilig Hart;Leuven;0.244012
24011;3360;Bierbeek;1397;Tussen 15 en 64 jaar;668;322;UZ Leuven;Leuven;0.6347305
24011;3360;Bierbeek;1397;65 jaar en ouder;642;108;RZ Heilig Hart;Leuven;0.2024922
24011;3360;Bierbeek;1397;65 jaar en ouder;642;322;UZ Leuven;Leuven;0.7056075
24014;3190;Boortmeerbeek;1846;Jonger dan 15 jaar;145;26;AZ Sint-Maarten;Mechelen;0.137931
24014;3190;Boortmeerbeek;1846;Jonger dan 15 jaar;145;322;UZ Leuven;Leuven;0.2137931
24014;3190;Boortmeerbeek;1846;Jonger dan 15 jaar;145;689;Imelda Ziekenhuis;Bonheiden;0.5310345
24014;3190;Boortmeerbeek;1846;Tussen 15 en 64 jaar;934;26;AZ Sint-Maarten;Mechelen;0.1456103
24014;3190;Boortmeerbeek;1846;Tussen 15 en 64 jaar;934;322;UZ Leuven;Leuven;0.1488223
24014;3190;Boortmeerbeek;1846;Tussen 15 en 64 jaar;934;689;Imelda Ziekenhuis;Bonheiden;0.5438972
24014;3190;Boortmeerbeek;1846;65 jaar en ouder;767;26;AZ Sint-Maarten;Mechelen;0.1760104
24014;3190;Boortmeerbeek;1846;65 jaar en ouder;767;322;UZ Leuven;Leuven;0.1016949
24014;3190;Boortmeerbeek;1846;65 jaar en ouder;767;689;Imelda Ziekenhuis;Bonheiden;0.6258149
24016;3370;Boutersem;1170;Jonger dan 15 jaar;117;108;RZ Heilig Hart;Leuven;0.2393162
24016;3370;Boutersem;1170;Jonger dan 15 jaar;117;109;RZ Heilig Hart Tienen;Tienen;0.2564103
24016;3370;Boutersem;1170;Jonger dan 15 jaar;117;322;UZ Leuven;Leuven;0.4786325
24016;3370;Boutersem;1170;Tussen 15 en 64 jaar;576;108;RZ Heilig Hart;Leuven;0.1423611
24016;3370;Boutersem;1170;Tussen 15 en 64 jaar;576;109;RZ Heilig Hart Tienen;Tienen;0.2569444
24016;3370;Boutersem;1170;Tussen 15 en 64 jaar;576;322;UZ Leuven;Leuven;0.484375
24016;3370;Boutersem;1170;65 jaar en ouder;477;109;RZ Heilig Hart Tienen;Tienen;0.509434
24016;3370;Boutersem;1170;65 jaar en ouder;477;322;UZ Leuven;Leuven;0.4234801
24020;3290;Diest;3853;Jonger dan 15 jaar;315;243;Jessa Ziekenhuis;Hasselt;0.0539683
24020;3290;Diest;3853;Jonger dan 15 jaar;315;322;UZ Leuven;Leuven;0.1492063
24020;3290;Diest;3853;Jonger dan 15 jaar;315;712;AZ Diest;Diest;0.7396825
24020;3290;Diest;3853;Tussen 15 en 64 jaar;1782;243;Jessa Ziekenhuis;Hasselt;0.0931538
24020;3290;Diest;3853;Tussen 15 en 64 jaar;1782;322;UZ Leuven;Leuven;0.2093154
24020;3290;Diest;3853;Tussen 15 en 64 jaar;1782;712;AZ Diest;Diest;0.5628507
24020;3290;Diest;3853;65 jaar en ouder;1756;243;Jessa Ziekenhuis;Hasselt;0.1002278
24020;3290;Diest;3853;65 jaar en ouder;1756;322;UZ Leuven;Leuven;0.1930524
24020;3290;Diest;3853;65 jaar en ouder;1756;712;AZ Diest;Diest;0.6417995
24028;3450;Geetbets;1023;Jonger dan 15 jaar;78;109;RZ Heilig Hart Tienen;Tienen;0.1025641
24028;3450;Geetbets;1023;Jonger dan 15 jaar;78;243;Jessa Ziekenhuis;Hasselt;0.0641026
24028;3450;Geetbets;1023;Jonger dan 15 jaar;78;322;UZ Leuven;Leuven;0.1153846
24028;3450;Geetbets;1023;Jonger dan 15 jaar;78;712;AZ Diest;Diest;0.1794872
24028;3450;Geetbets;1023;Jonger dan 15 jaar;78;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.4230769
24028;3450;Geetbets;1023;Tussen 15 en 64 jaar;492;109;RZ Heilig Hart Tienen;Tienen;0.0711382
24028;3450;Geetbets;1023;Tussen 15 en 64 jaar;492;243;Jessa Ziekenhuis;Hasselt;0.2134146
24028;3450;Geetbets;1023;Tussen 15 en 64 jaar;492;322;UZ Leuven;Leuven;0.1341463
24028;3450;Geetbets;1023;Tussen 15 en 64 jaar;492;712;AZ Diest;Diest;0.0711382
24028;3450;Geetbets;1023;Tussen 15 en 64 jaar;492;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.4369919
24028;3450;Geetbets;1023;65 jaar en ouder;453;243;Jessa Ziekenhuis;Hasselt;0.2163355
24028;3450;Geetbets;1023;65 jaar en ouder;453;322;UZ Leuven;Leuven;0.0838852
24028;3450;Geetbets;1023;65 jaar en ouder;453;712;AZ Diest;Diest;0.0596026
24028;3450;Geetbets;1023;65 jaar en ouder;453;715;Sint-Trudo Ziekenhuis;Sint-Truiden;0.5761589
24033;3150;Haacht;2077;Jonger dan 15 jaar;167;108;RZ Heilig Hart;Leuven;0.1137725
24033;3150;Haacht;2077;Jonger dan 15 jaar;167;322;UZ Leuven;Leuven;0.2754491
24033;3150;Haacht;2077;Jonger dan 15 jaar;167;689;Imelda Ziekenhuis;Bonheiden;0.5449102
24033;3150;Haacht;2077;Tussen 15 en 64 jaar;973;108;RZ Heilig Hart;Leuven;0.0637205
24033;3150;Haacht;2077;Tussen 15 en 64 jaar;973;322;UZ Leuven;Leuven;0.3473792
24033;3150;Haacht;2077;Tussen 15 en 64 jaar;973;689;Imelda Ziekenhuis;Bonheiden;0.4717369
24033;3150;Haacht;2077;65 jaar en ouder;937;322;UZ Leuven;Leuven;0.3127001
24033;3150;Haacht;2077;65 jaar en ouder;937;689;Imelda Ziekenhuis;Bonheiden;0.6040555
24038;3020;Herent;2881;Jonger dan 15 jaar;211;108;RZ Heilig Hart;Leuven;0.3507109
24038;3020;Herent;2881;Jonger dan 15 jaar;211;322;UZ Leuven;Leuven;0.6113744
24038;3020;Herent;2881;Tussen 15 en 64 jaar;1426;108;RZ Heilig Hart;Leuven;0.2117812
24038;3020;Herent;2881;Tussen 15 en 64 jaar;1426;322;UZ Leuven;Leuven;0.6486676
24038;3020;Herent;2881;65 jaar en ouder;1244;108;RZ Heilig Hart;Leuven;0.2548232
24038;3020;Herent;2881;65 jaar en ouder;1244;322;UZ Leuven;Leuven;0.6663987
24041;3320;Hoegaarden;969;Jonger dan 15 jaar;89;108;RZ Heilig Hart;Leuven;0.0561798
24041;3320;Hoegaarden;969;Jonger dan 15 jaar;89;109;RZ Heilig Hart Tienen;Tienen;0.7078652
24041;3320;Hoegaarden;969;Jonger dan 15 jaar;89;322;UZ Leuven;Leuven;0.2247191
24041;3320;Hoegaarden;969;Tussen 15 en 64 jaar;488;108;RZ Heilig Hart;Leuven;0.0614754
24041;3320;Hoegaarden;969;Tussen 15 en 64 jaar;488;109;RZ Heilig Hart Tienen;Tienen;0.4508197
24041;3320;Hoegaarden;969;Tussen 15 en 64 jaar;488;322;UZ Leuven;Leuven;0.3688525
24041;3320;Hoegaarden;969;65 jaar en ouder;392;109;RZ Heilig Hart Tienen;Tienen;0.619898
24041;3320;Hoegaarden;969;65 jaar en ouder;392;322;UZ Leuven;Leuven;0.2908163
24043;3220;Holsbeek;1256;Jonger dan 15 jaar;80;108;RZ Heilig Hart;Leuven;0.325
24043;3220;Holsbeek;1256;Jonger dan 15 jaar;80;322;UZ Leuven;Leuven;0.55
24043;3220;Holsbeek;1256;Tussen 15 en 64 jaar;605;108;RZ Heilig Hart;Leuven;0.2280992
24043;3220;Holsbeek;1256;Tussen 15 en 64 jaar;605;109;RZ Heilig Hart Tienen;Tienen;0.0512397
24043;3220;Holsbeek;1256;Tussen 15 en 64 jaar;605;322;UZ Leuven;Leuven;0.5785124
24043;3220;Holsbeek;1256;65 jaar en ouder;571;108;RZ Heilig Hart;Leuven;0.1628722
24043;3220;Holsbeek;1256;65 jaar en ouder;571;109;RZ Heilig Hart Tienen;Tienen;0.0858144
24043;3220;Holsbeek;1256;65 jaar en ouder;571;322;UZ Leuven;Leuven;0.7057793
24045;3040;Huldenberg;1133;Jonger dan 15 jaar;89;87;Iris Ziekenhuizen Zuid;Etterbeek;0.0674157
24045;3040;Huldenberg;1133;Jonger dan 15 jaar;89;108;RZ Heilig Hart;Leuven;0.2022472
24045;3040;Huldenberg;1133;Jonger dan 15 jaar;89;322;UZ Leuven;Leuven;0.4382022
24045;3040;Huldenberg;1133;Jonger dan 15 jaar;89;403;Cliniques universitaires Saint-Luc;Sint-Lambrechts-Woluwe;0.1123596
24045;3040;Huldenberg;1133;Tussen 15 en 64 jaar;560;43;Clinique Saint-Pierre;Ottignies-Louvain-la-Neuve;0.05
